function	cod	gene_name	type	chr	organism
 oligodendrocyte transcription factor	2	OLIG2	__SEG__	Chr21	{HomoSapiens}
 sodium/myo-inositol	cotransporter	SLC5A3	__SEG__	Chr21	{HomoSapiens}
	claudin-17	CLDN17	__SEG__	Chr21	{HomoSapiens}
 histone H2B type	F-S	H2BFS	__SEG__	Chr21	{HomoSapiens}
 leucine-rich repeat-containing protein 3	precursor	LRRC3	__SEG__	Chr21	{HomoSapiens}
 oligodendrocyte transcription factor	1	OLIG1	__SEG__	Chr21	{HomoSapiens}
	claudin-14	CLDN14	__SEG__	Chr21	{HomoSapiens}
 potassium voltage-gated channel subfamily E member	2	KCNE2	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	8-1	KRTAP8-1	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	11-1	KRTAP11-1	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	13-1	KRTAP13-1	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	13-4	KRTAP13-4	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	6-1	KRTAP6-1	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	6-2	KRTAP6-2	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	6-3	KRTAP6-3	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	7-1	KRTAP7-1	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	19-1	KRTAP19-1	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	19-2	KRTAP19-2	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	19-3	KRTAP19-3	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	19-4	KRTAP19-4	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	19-5	KRTAP19-5	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein 19-6 isoform	KRTAP19-6-V1	KRTAP19-6	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	19-7	KRTAP19-7	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	20-1	KRTAP20-1	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	20-2	KRTAP20-2	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	21-2	KRTAP21-2	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	21-1	KRTAP21-1	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	22-1	KRTAP22-1	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	13-2	KRTAP13-2	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	13-3	KRTAP13-3	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	15-1	KRTAP15-1	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	23-1	KRTAP23-1	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	12-2	KRTAP12-2	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	12-1	KRTAP12-1	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	10-10	KRTAP10-10	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	10-4	KRTAP10-4	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	10-6	KRTAP10-6	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	10-7	KRTAP10-7	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	10-9	KRTAP10-9	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	10-1	KRTAP10-1	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	10-11	KRTAP10-11	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	10-2	KRTAP10-2	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	10-5	KRTAP10-5	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	10-8	KRTAP10-8	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	10-3	KRTAP10-3	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	12-3	KRTAP12-3	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	12-4	KRTAP12-4	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	10-12	KRTAP10-12	__SEG__	Chr21	{HomoSapiens}
	claudin-8	CLDN8	__SEG__	Chr21	{HomoSapiens}
 keratin-associated protein	26-1	KRTAP26-1	__SEG__	Chr21	{HomoSapiens}
 histone H2B type	F-S-like	LOC102724334	__SEG__	Chr21	{HomoSapiens}
 uncharacterized protein	C21orf140	LOC102723451	__SEG__	Chr21	{HomoSapiens}
 uncharacterized protein	LOC105372824	LOC105372824	__SEG__	Chr21	{HomoSapiens}
 ATP-sensitive inward rectifier potassium channel 15 isoform	X1	KCNJ15	__SEG__	Chr21	{HomoSapiens}
 nuclear receptor-interacting protein 1 isoform	X1	NRIP1	__SEG__	Chr21	{HomoSapiens}
 uncharacterized protein	LOC105372798	LOC105372798	__SEG__	Chr21	{HomoSapiens}
 putative uncharacterized protein encoded by	LINC00205	LOC107985476	__SEG__	Chr21	{HomoSapiens}
 uncharacterized protein	CH507-42P11.6	CH507-42P11.6	__SEG__	Chr21	{HomoSapiens}
		IGLC2	__SEG__	Chr22	{HomoSapiens}
		IGLC3	__SEG__	Chr22	{HomoSapiens}
		IGLC7	__SEG__	Chr22	{HomoSapiens}
		IGLJ2	__SEG__	Chr22	{HomoSapiens}
		IGLJ3	__SEG__	Chr22	{HomoSapiens}
		IGLJ4	__SEG__	Chr22	{HomoSapiens}
		IGLJ5	__SEG__	Chr22	{HomoSapiens}
		IGLJ6	__SEG__	Chr22	{HomoSapiens}
		IGLJ7	__SEG__	Chr22	{HomoSapiens}
	sesquipedalian-2	PHETA2	__SEG__	Chr22	{HomoSapiens}
 olfactory receptor	11H1	OR11H1	__SEG__	Chr22	{HomoSapiens}
 RIMS-binding protein	3C	RIMBP3C	__SEG__	Chr22	{HomoSapiens}
 RIMS-binding protein	3B	RIMBP3B	__SEG__	Chr22	{HomoSapiens}
 ATP synthase subunit g 2,	mitochondrial	ATP5MGL	__SEG__	Chr22	{HomoSapiens}
 protein SCO2 homolog, mitochondrial	precursor	SCO2	__SEG__	Chr22	{HomoSapiens}
 histone	H1.0	H1F0	__SEG__	Chr22	{HomoSapiens}
 polycystic kidney disease and receptor for egg jelly-related protein	precursor	PKDREJ	__SEG__	Chr22	{HomoSapiens}
 T-complex protein 1 subunit theta-like	2	CCT8L2	__SEG__	Chr22	{HomoSapiens}
 RIMS-binding protein	3A	RIMBP3	__SEG__	Chr22	{HomoSapiens}
 protein	Bop	RTL10	__SEG__	Chr22	{HomoSapiens}
 retrotransposon Gag-like protein	6	RTL6	__SEG__	Chr22	{HomoSapiens}
 protein phosphatase 1 regulatory subunit 29	precursor	ELFN2	__SEG__	Chr22	{HomoSapiens}
 testis-specific serine/threonine-protein kinase	2	TSSK2	__SEG__	Chr22	{HomoSapiens}
 zinc finger protein	280A	ZNF280A	__SEG__	Chr22	{HomoSapiens}
 zinc finger protein	280B	ZNF280B	__SEG__	Chr22	{HomoSapiens}
 kelch domain-containing protein	7B	KLHDC7B	__SEG__	Chr22	{HomoSapiens}
 dnaJ homolog subfamily B member	7	DNAJB7	__SEG__	Chr22	{HomoSapiens}
 inward rectifier potassium channel	4	KCNJ4	__SEG__	Chr22	{HomoSapiens}
 uncharacterized protein	LOC100652901	LOC100652901	__SEG__	Chr22	{HomoSapiens}
 protein Tob2 isoform	X1	TOB2	__SEG__	Chr22	{HomoSapiens}
 lactosylceramide 4-alpha-galactosyltransferase isoform	X1	A4GALT	__SEG__	Chr22	{HomoSapiens}
 somatostatin receptor type 3 isoform	X1	SSTR3	__SEG__	Chr22	{HomoSapiens}
 claudin-5 isoform	X1	CLDN5	__SEG__	Chr22	{HomoSapiens}
 uncharacterized protein C22orf46 isoform	X1	C22orf46	__SEG__	Chr22	{HomoSapiens}
 putative POM121-like protein	1	LOC101929738	__SEG__	Chr22	{HomoSapiens}
 vegetative cell wall protein	gp1-like	LOC107985556	__SEG__	Chr22	{HomoSapiens}
 zinc finger protein 70 isoform	X1	ZNF70	__SEG__	Chr22	{HomoSapiens}
 zinc finger BED domain-containing protein 4 isoform	X1	ZBED4	__SEG__	Chr22	{HomoSapiens}
 transmembrane protein	191A	LOC112268298	__SEG__	Chr22	{HomoSapiens}
 platelet glycoprotein IX	precursor	GP9	__SEG__	Chr3	{HomoSapiens}
	syntaxin-19	STX19	__SEG__	Chr3	{HomoSapiens}
 olfactory receptor	5K1	OR5K1	__SEG__	Chr3	{HomoSapiens}
 olfactory receptor	5K2	OR5K2	__SEG__	Chr3	{HomoSapiens}
 olfactory receptor	5H1	OR5H1	__SEG__	Chr3	{HomoSapiens}
 olfactory receptor	5H2	OR5H2	__SEG__	Chr3	{HomoSapiens}
 olfactory receptor	5H14	OR5H14	__SEG__	Chr3	{HomoSapiens}
 olfactory receptor	5H15	OR5H15	__SEG__	Chr3	{HomoSapiens}
 olfactory receptor	5K3	OR5K3	__SEG__	Chr3	{HomoSapiens}
 olfactory receptor	5K4	OR5K4	__SEG__	Chr3	{HomoSapiens}
 putative uncharacterized protein	C3orf56	C3orf56	__SEG__	Chr3	{HomoSapiens}
 proline-rich protein	23B	PRR23B	__SEG__	Chr3	{HomoSapiens}
 transmembrane protein	183B	TMEM183B	__SEG__	Chr3	{HomoSapiens}
 pyrin domain-containing protein	2	PYDC2	__SEG__	Chr3	{HomoSapiens}
 C-C chemokine receptor type	5	CCR5	__SEG__	Chr3	{HomoSapiens}
 uncharacterized protein	ARIH2OS	ARIH2OS	__SEG__	Chr3	{HomoSapiens}
 proline-rich protein	23C	PRR23C	__SEG__	Chr3	{HomoSapiens}
 proline-rich protein	23A	PRR23A	__SEG__	Chr3	{HomoSapiens}
 transmembrane protein with metallophosphoesterase domain isoform	2	TMPPE	__SEG__	Chr3	{HomoSapiens}
 uncharacterized membrane protein C3orf80	precursor	C3orf80	__SEG__	Chr3	{HomoSapiens}
 zinc finger protein	501	ZNF501	__SEG__	Chr3	{HomoSapiens}
 C-C chemokine receptor type	1	CCR1	__SEG__	Chr3	{HomoSapiens}
 atypical chemokine receptor	2	ACKR2	__SEG__	Chr3	{HomoSapiens}
 serine palmitoyltransferase small subunit	B	SPTSSB	__SEG__	Chr3	{HomoSapiens}
 5-hydroxytryptamine receptor	1F	HTR1F	__SEG__	Chr3	{HomoSapiens}
 leucine-rich repeat neuronal protein 1	precursor	LRRN1	__SEG__	Chr3	{HomoSapiens}
 hydroxyacyl-thioester dehydratase type 2,	mitochondrial	HTD2	__SEG__	Chr3	{HomoSapiens}
 xin actin-binding repeat-containing protein 1 isoform	3	XIRP1	__SEG__	Chr3	{HomoSapiens}
 putative uncharacterized protein	LINC00694	LINC00694	__SEG__	Chr3	{HomoSapiens}
 uncharacterized protein	NCBP2-AS2	NCBP2-AS2	__SEG__	Chr3	{HomoSapiens}
 P2Y purinoceptor	1	P2RY1	__SEG__	Chr3	{HomoSapiens}
 ras-related protein	Rap-2b	RAP2B	__SEG__	Chr3	{HomoSapiens}
 transcription factor	SOX-2	SOX2	__SEG__	Chr3	{HomoSapiens}
 transcription factor	SOX-14	SOX14	__SEG__	Chr3	{HomoSapiens}
 carbohydrate sulfotransferase	2	CHST2	__SEG__	Chr3	{HomoSapiens}
 7-alpha-hydroxycholest-4-en-3-one	12-alpha-hydroxylase	CYP8B1	__SEG__	Chr3	{HomoSapiens}
 platelet glycoprotein V	precursor	GP5	__SEG__	Chr3	{HomoSapiens}
 C-C chemokine receptor type	8	CCR8	__SEG__	Chr3	{HomoSapiens}
 G-protein coupled receptor	15	GPR15	__SEG__	Chr3	{HomoSapiens}
 histone	H1x	H1FX	__SEG__	Chr3	{HomoSapiens}
 zinc finger protein	80	ZNF80	__SEG__	Chr3	{HomoSapiens}
 putative RNA-binding protein	15B	RBM15B	__SEG__	Chr3	{HomoSapiens}
 EPM2A-interacting protein	1	EPM2AIP1	__SEG__	Chr3	{HomoSapiens}
 SLIT and NTRK-like protein 3	precursor	SLITRK3	__SEG__	Chr3	{HomoSapiens}
 transmembrane protein 158	precursor	TMEM158	__SEG__	Chr3	{HomoSapiens}
 tRNA methyltransferase 10 homolog C	precursor	TRMT10C	__SEG__	Chr3	{HomoSapiens}
 endogenous Bornavirus-like nucleoprotein	2	EBLN2	__SEG__	Chr3	{HomoSapiens}
 probable G-protein coupled receptor	27	GPR27	__SEG__	Chr3	{HomoSapiens}
 WD repeat-containing protein	5B	WDR5B	__SEG__	Chr3	{HomoSapiens}
 melanoma-associated antigen	F1	MAGEF1	__SEG__	Chr3	{HomoSapiens}
 P2Y purinoceptor	12	P2RY12	__SEG__	Chr3	{HomoSapiens}
 coiled-coil domain-containing protein	71	CCDC71	__SEG__	Chr3	{HomoSapiens}
 forkhead box protein	L2	FOXL2	__SEG__	Chr3	{HomoSapiens}
 zinc finger BED domain-containing protein	2	ZBED2	__SEG__	Chr3	{HomoSapiens}
 uncharacterized protein	C3orf36	C3orf36	__SEG__	Chr3	{HomoSapiens}
 ADP-ribosylation factor-like protein	14	ARL14	__SEG__	Chr3	{HomoSapiens}
 coiled-coil domain-containing protein	54	CCDC54	__SEG__	Chr3	{HomoSapiens}
 urocortin-2	preproprotein	UCN2	__SEG__	Chr3	{HomoSapiens}
 three-prime repair exonuclease 1 isoform	b	TREX1	__SEG__	Chr3	{HomoSapiens}
 60S ribosomal protein	L39-like	RPL39L	__SEG__	Chr3	{HomoSapiens}
 olfactory receptor	5AC2	OR5AC2	__SEG__	Chr3	{HomoSapiens}
 probable G-protein coupled receptor	62	GPR62	__SEG__	Chr3	{HomoSapiens}
 dnaJ homolog subfamily B member	8	DNAJB8	__SEG__	Chr3	{HomoSapiens}
 protein	FAM43A	FAM43A	__SEG__	Chr3	{HomoSapiens}
 tripartite motif-containing protein	59	TRIM59	__SEG__	Chr3	{HomoSapiens}
 zinc finger protein	660	ZNF660	__SEG__	Chr3	{HomoSapiens}
 dihydrofolate reductase 2,	mitochondrial	DHFR2	__SEG__	Chr3	{HomoSapiens}
 atypical chemokine receptor	4	ACKR4	__SEG__	Chr3	{HomoSapiens}
 membrane progestin receptor	epsilon	PAQR9	__SEG__	Chr3	{HomoSapiens}
 amphoterin-induced protein 3	precursor	AMIGO3	__SEG__	Chr3	{HomoSapiens}
 C-X-C chemokine receptor type 6 isoform	X1	CXCR6	__SEG__	Chr3	{HomoSapiens}
 carboxypeptidase N subunit 2 isoform	X1	CPN2	__SEG__	Chr3	{HomoSapiens}
 olfactory receptor 5H6 isoform	X1	OR5H6	__SEG__	Chr3	{HomoSapiens}
 uncharacterized protein	LOC105374089	LOC105374089	__SEG__	Chr3	{HomoSapiens}
 uncharacterized protein	LOC105377021	LOC105377021	__SEG__	Chr3	{HomoSapiens}
 leucine-rich repeat-containing protein 3B isoform	X1	LRRC3B	__SEG__	Chr3	{HomoSapiens}
 C-C chemokine receptor type 4 isoform	X1	CCR4	__SEG__	Chr3	{HomoSapiens}
 serine palmitoyltransferase small subunit B isoform	X1	SPTSSB	__SEG__	Chr3	{HomoSapiens}
 probable G-protein coupled receptor 160 isoform	X1	GPR160	__SEG__	Chr3	{HomoSapiens}
 chemokine XC receptor 1 isoform	X1	XCR1	__SEG__	Chr3	{HomoSapiens}
 probable G-protein coupled receptor 171 isoform	X1	GPR171	__SEG__	Chr3	{HomoSapiens}
 histamine H1 receptor isoform	X1	HRH1	__SEG__	Chr3	{HomoSapiens}
 zinc finger protein 860 isoform	X1	ZNF860	__SEG__	Chr3	{HomoSapiens}
 uncharacterized protein C3orf18 isoform	X3	C3orf18	__SEG__	Chr3	{HomoSapiens}
 solute carrier family 35 member G2 isoform	X1	SLC35G2	__SEG__	Chr3	{HomoSapiens}
 lactosylceramide 1,3-N-acetyl-beta-D-glucosaminyltransferase isoform	X1	B3GNT5	__SEG__	Chr3	{HomoSapiens}
 protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2 isoform	X1	POMGNT2	__SEG__	Chr3	{HomoSapiens}
 P2Y purinoceptor 14 isoform	X1	P2RY14	__SEG__	Chr3	{HomoSapiens}
	mucin-1-like	LOC105374301	__SEG__	Chr3	{HomoSapiens}
 Sjoegren syndrome nuclear autoantigen 1	homolog	LOC107986084	__SEG__	Chr3	{HomoSapiens}
 endogenous retrovirus group K member 7 Gag	polyprotein	LOC107986113	__SEG__	Chr3	{HomoSapiens}
 uncharacterized protein	LOC107986175	LOC107986175	__SEG__	Chr3	{HomoSapiens}
 spermatogenesis-associated protein 12 isoform	X1	SPATA12	__SEG__	Chr3	{HomoSapiens}
 FOXL2 neighbor protein isoform	X1	FOXL2NB	__SEG__	Chr3	{HomoSapiens}
 CGG triplet repeat-binding protein 1 isoform	X1	CGGBP1	__SEG__	Chr3	{HomoSapiens}
 endogenous retrovirus group PABLB member 1 Env	polyprotein	LOC105377641	__SEG__	Chr3	{HomoSapiens}
 alpha-2C adrenergic	receptor	ADRA2C	__SEG__	Chr4	{HomoSapiens}
 D(1B) dopamine	receptor	DRD5	__SEG__	Chr4	{HomoSapiens}
 neuropeptide Y receptor type	2	NPY2R	__SEG__	Chr4	{HomoSapiens}
 ankyrin repeat domain-containing protein	SOWAHB	SOWAHB	__SEG__	Chr4	{HomoSapiens}
 DDB1- and CUL4-associated factor 4-like protein	1	DCAF4L1	__SEG__	Chr4	{HomoSapiens}
 zinc finger CCHC domain-containing protein	23	ZCCHC23	__SEG__	Chr4	{HomoSapiens}
 phosphatidylinositol N-acetylglucosaminyltransferase subunit	Y	PIGY	__SEG__	Chr4	{HomoSapiens}
 proactivator polypeptide-like 1	preproprotein	PSAPL1	__SEG__	Chr4	{HomoSapiens}
	claudin-22	CLDN22	__SEG__	Chr4	{HomoSapiens}
 disintegrin and metalloproteinase domain-containing protein 29	preproprotein	ADAM29	__SEG__	Chr4	{HomoSapiens}
 putative	claudin-24	CLDN24	__SEG__	Chr4	{HomoSapiens}
 toll-like receptor 10 isoform	b	TLR10	__SEG__	Chr4	{HomoSapiens}
 ubiquitin specific peptidase 17-like family member	25	USP17L25	__SEG__	Chr4	{HomoSapiens}
 ubiquitin carboxyl-terminal hydrolase 17-like protein	24	USP17L24	__SEG__	Chr4	{HomoSapiens}
 ubiquitin specific peptidase 17-like family member	26	USP17L26	__SEG__	Chr4	{HomoSapiens}
 ubiquitin carboxyl-terminal hydrolase 17-like protein	5	USP17L5	__SEG__	Chr4	{HomoSapiens}
 ubiquitin specific peptidase 17-like family member	27	USP17L27	__SEG__	Chr4	{HomoSapiens}
 ubiquitin specific peptidase 17-like family member	28	USP17L28	__SEG__	Chr4	{HomoSapiens}
 ubiquitin specific peptidase 17-like family member	29	USP17L29	__SEG__	Chr4	{HomoSapiens}
 ubiquitin carboxyl-terminal hydrolase 17-like protein	10	USP17L10	__SEG__	Chr4	{HomoSapiens}
 ubiquitin carboxyl-terminal hydrolase 17-like protein	12	USP17L12	__SEG__	Chr4	{HomoSapiens}
 ubiquitin carboxyl-terminal hydrolase 17-like protein	11	USP17L11	__SEG__	Chr4	{HomoSapiens}
 ubiquitin carboxyl-terminal hydrolase 17-like protein	13	USP17L13	__SEG__	Chr4	{HomoSapiens}
 ubiquitin carboxyl-terminal hydrolase 17-like protein	17	USP17L17	__SEG__	Chr4	{HomoSapiens}
 ubiquitin carboxyl-terminal hydrolase 17-like protein	18	USP17L18	__SEG__	Chr4	{HomoSapiens}
 ubiquitin carboxyl-terminal hydrolase 17-like protein	19	USP17L19	__SEG__	Chr4	{HomoSapiens}
 ubiquitin carboxyl-terminal hydrolase 17-like protein	20	USP17L20	__SEG__	Chr4	{HomoSapiens}
 ubiquitin carboxyl-terminal hydrolase 17-like protein	21	USP17L21	__SEG__	Chr4	{HomoSapiens}
 ubiquitin carboxyl-terminal hydrolase 17-like protein	22	USP17L22	__SEG__	Chr4	{HomoSapiens}
 ubiquitin specific peptidase 17-like family member	30	USP17L30	__SEG__	Chr4	{HomoSapiens}
 protein sprouty homolog	1	SPRY1	__SEG__	Chr4	{HomoSapiens}
 zinc finger protein 42	homolog	ZFP42	__SEG__	Chr4	{HomoSapiens}
 DDB1- and CUL4-associated factor	16	DCAF16	__SEG__	Chr4	{HomoSapiens}
 extracellular superoxide dismutase [Cu-Zn]	preproprotein	SOD3	__SEG__	Chr4	{HomoSapiens}
 heparan sulfate glucosamine 3-O-sulfotransferase 1	precursor	HS3ST1	__SEG__	Chr4	{HomoSapiens}
 fibroblast growth factor-binding protein 1	precursor	FGFBP1	__SEG__	Chr4	{HomoSapiens}
 protein atonal homolog	1	ATOH1	__SEG__	Chr4	{HomoSapiens}
 pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial	precursor	PDHA2	__SEG__	Chr4	{HomoSapiens}
 protein mab-21-like	2	MAB21L2	__SEG__	Chr4	{HomoSapiens}
	securin-2	PTTG2	__SEG__	Chr4	{HomoSapiens}
 acidic leucine-rich nuclear phosphoprotein 32 family member	C	ANP32C	__SEG__	Chr4	{HomoSapiens}
 biogenesis of lysosome-related organelles complex 1 subunit	4	BLOC1S4	__SEG__	Chr4	{HomoSapiens}
 something about silencing protein	10	UTP3	__SEG__	Chr4	{HomoSapiens}
	neurogenin-2	NEUROG2	__SEG__	Chr4	{HomoSapiens}
 endogenous retrovirus group MER34 member 1 Env polyprotein	precursor	ERVMER34-1	__SEG__	Chr4	{HomoSapiens}
 fibroblast growth factor-binding protein 2	precursor	FGFBP2	__SEG__	Chr4	{HomoSapiens}
 transketolase-like protein	2	TKTL2	__SEG__	Chr4	{HomoSapiens}
 calcium-binding and spermatid-specific protein	1	CABS1	__SEG__	Chr4	{HomoSapiens}
 glycerol kinase	2	GK2	__SEG__	Chr4	{HomoSapiens}
 TRAF-interacting protein with FHA domain-containing protein	A	TIFA	__SEG__	Chr4	{HomoSapiens}
 cytochrome c oxidase subunit 7B2, mitochondrial	precursor	COX7B2	__SEG__	Chr4	{HomoSapiens}
 tigger transposable element-derived protein	2	TIGD2	__SEG__	Chr4	{HomoSapiens}
 tigger transposable element-derived protein	4	TIGD4	__SEG__	Chr4	{HomoSapiens}
 translocating chain-associated membrane protein 1-like	1	TRAM1L1	__SEG__	Chr4	{HomoSapiens}
 tripartite motif-containing protein	60	TRIM60	__SEG__	Chr4	{HomoSapiens}
 protein	FAM218A	FAM218A	__SEG__	Chr4	{HomoSapiens}
 coiled-coil domain-containing protein	96	CCDC96	__SEG__	Chr4	{HomoSapiens}
 nucleosome assembly protein 1-like	5	NAP1L5	__SEG__	Chr4	{HomoSapiens}
 cysteine-rich PAK1	inhibitor	CRIPAK	__SEG__	Chr4	{HomoSapiens}
 uncharacterized protein	LOC389199	LOC389199	__SEG__	Chr4	{HomoSapiens}
 MORF4 family-associated protein 1-like	1	MRFAP1L1	__SEG__	Chr4	{HomoSapiens}
 uncharacterized protein	LOC101928548	LOC101928548	__SEG__	Chr4	{HomoSapiens}
 polyadenylate-binding protein 4-like isoform	X1	PABPC4L	__SEG__	Chr4	{HomoSapiens}
 Bardet-Biedl syndrome 12 protein isoform	X1	BBS12	__SEG__	Chr4	{HomoSapiens}
 G protein-regulated inducer of neurite outgrowth 3 isoform	X1	GPRIN3	__SEG__	Chr4	{HomoSapiens}
 rho-related GTP-binding protein RhoH isoform	X1	RHOH	__SEG__	Chr4	{HomoSapiens}
 toll-like receptor 1 isoform	X1	TLR1	__SEG__	Chr4	{HomoSapiens}
 toll-like receptor 2 isoform	X1	TLR2	__SEG__	Chr4	{HomoSapiens}
 N-alpha-acetyltransferase 11 isoform	X1	NAA11	__SEG__	Chr4	{HomoSapiens}
 zinc finger protein 518B isoform	X1	ZNF518B	__SEG__	Chr4	{HomoSapiens}
 uncharacterized protein	LOC107986192	LOC107986192	__SEG__	Chr4	{HomoSapiens}
 toll-like receptor 6 isoform	X1	TLR6	__SEG__	Chr4	{HomoSapiens}
 protein FAM200B isoform	X2	FAM200B	__SEG__	Chr4	{HomoSapiens}
 beta-2 adrenergic	receptor	ADRB2	__SEG__	Chr5	{HomoSapiens}
 5-hydroxytryptamine receptor	1A	HTR1A	__SEG__	Chr5	{HomoSapiens}
 D(1A) dopamine	receptor	DRD1	__SEG__	Chr5	{HomoSapiens}
 fibronectin type III domain-containing protein	9	FNDC9	__SEG__	Chr5	{HomoSapiens}
 olfactory receptor	2Y1	OR2Y1	__SEG__	Chr5	{HomoSapiens}
 ankyrin repeat domain-containing protein	34B	ANKRD34B	__SEG__	Chr5	{HomoSapiens}
 IgA-inducing protein homolog	precursor	IGIP	__SEG__	Chr5	{HomoSapiens}
 annexin-2	receptor	ANXA2R	__SEG__	Chr5	{HomoSapiens}
 beta-actin-like protein	2	ACTBL2	__SEG__	Chr5	{HomoSapiens}
	profilin-3	PFN3	__SEG__	Chr5	{HomoSapiens}
 small integral membrane protein	15	SMIM15	__SEG__	Chr5	{HomoSapiens}
	cortexin-3	CTXN3	__SEG__	Chr5	{HomoSapiens}
 TRAF-interacting protein with FHA domain-containing protein	B	TIFAB	__SEG__	Chr5	{HomoSapiens}
 chromosome-associated kinesin	KIF4B	KIF4B	__SEG__	Chr5	{HomoSapiens}
 mediator of RNA polymerase II transcription subunit	7	MED7	__SEG__	Chr5	{HomoSapiens}
 proline-rich basic protein	1	PROB1	__SEG__	Chr5	{HomoSapiens}
 humanin-like	2	MTRNR2L2	__SEG__	Chr5	{HomoSapiens}
 ectoderm-neural cortex protein 1 isoform	2	ENC1	__SEG__	Chr5	{HomoSapiens}
 olfactory receptor	2V1	OR2V1	__SEG__	Chr5	{HomoSapiens}
 zinc finger BED domain-containing protein	3	ZBED3	__SEG__	Chr5	{HomoSapiens}
 uncharacterized	LOC389332	SMIM32	__SEG__	Chr5	{HomoSapiens}
 histone cluster 2, H3c	pseudogene	H3.Y	__SEG__	Chr5	{HomoSapiens}
 rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein	1	FBLL1	__SEG__	Chr5	{HomoSapiens}
 putative germ cell-less protein-like	1-like	GMCL2	__SEG__	Chr5	{HomoSapiens}
 alpha-1,3-mannosyl-glycoprotein	2-beta-N-acetylglucosaminyltransferase	MGAT1	__SEG__	Chr5	{HomoSapiens}
 transcription initiation factor TFIID subunit	9	TAF9	__SEG__	Chr5	{HomoSapiens}
 forkhead box protein	D1	FOXD1	__SEG__	Chr5	{HomoSapiens}
 transcription initiation factor TFIID subunit	7	TAF7	__SEG__	Chr5	{HomoSapiens}
 transcriptional activator protein	Pur-alpha	PURA	__SEG__	Chr5	{HomoSapiens}
	neurogenin-1	NEUROG1	__SEG__	Chr5	{HomoSapiens}
 heat shock protein	beta-3	HSPB3	__SEG__	Chr5	{HomoSapiens}
 brain acid soluble protein	1	BASP1	__SEG__	Chr5	{HomoSapiens}
 heterogeneous nuclear ribonucleoprotein	A0	HNRNPA0	__SEG__	Chr5	{HomoSapiens}
 protocadherin beta-1	precursor	PCDHB1	__SEG__	Chr5	{HomoSapiens}
 protocadherin beta-5	precursor	PCDHB5	__SEG__	Chr5	{HomoSapiens}
 relaxin-3 receptor	1	RXFP3	__SEG__	Chr5	{HomoSapiens}
 beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase	4	GCNT4	__SEG__	Chr5	{HomoSapiens}
 protocadherin beta-10	precursor	PCDHB10	__SEG__	Chr5	{HomoSapiens}
 protocadherin beta-11	precursor	PCDHB11	__SEG__	Chr5	{HomoSapiens}
 protocadherin beta-12	precursor	PCDHB12	__SEG__	Chr5	{HomoSapiens}
 protocadherin beta-13	precursor	PCDHB13	__SEG__	Chr5	{HomoSapiens}
 protocadherin beta-14	precursor	PCDHB14	__SEG__	Chr5	{HomoSapiens}
