Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KID syndrome ORPHA:477	26/100	3.937631057165217E-5	0.0028179742261278027	0	0	2.750641502194297	27.897958324113542	SPRR2E;SPRR4;SPRR3;SPRR2G;CALML5;CRCT1;TACSTD2;CALML3;FOXQ1;LCE3D;CAPNS2;RNASE7;SFN;SPRR2A;SPRR2B;SPRR2D;FGFBP1;LCE3E;GJB2;GJB4;GJB3;GJB6;GJB5;SPRR1A;SPRR1B;IVL
Ichthyosis-short stature-brachydactyly-microspherophakia syndrome ORPHA:363992	25/102	1.540636467854897E-4	0.01079101117484749	0	0	2.540242462637141	22.29861603742225	KPRP;SPRR2E;SPRR4;SPRR2G;CALML5;CRCT1;CALML3;LCE2D;LCE1A;LCE3D;CAPNS2;RNASE7;SPRR2A;SPRR2B;SPRR2D;C1ORF68;ASPRV1;LCE3E;LCE2B;LCE2C;GJB6;LCE6A;SPRR1A;SPRR1B;IVL
Blue cone monochromatism ORPHA:16	24/100	2.906232099140064E-4	0.019525134837487943	0	0	2.4697648376259798	20.112487823679714	OR1D4;OR1D2;OR11H2;FAM47C;OR10H3;OR11H1;OR2M7;FAM47B;OR10H4;OR2M5;OR9Q2;OR2J1;OR2M3;OR5P3;OR2M2;OR2T12;OR1L1;OR2T7;OR2T4;OR1S2;NEUROD4;GJA10;OR7D4;OR6B2
X-linked cone dysfunction syndrome with myopia ORPHA:90001	24/100	2.906232099140064E-4	0.019525134837487943	0	0	2.4697648376259798	20.112487823679714	OR1D4;OR1D2;OR11H2;FAM47C;OR10H3;OR11H1;OR2M7;FAM47B;OR10H4;OR2M5;OR9Q2;OR2J1;OR2M3;OR5P3;OR2M2;OR2T12;OR1L1;OR2T7;OR2T4;OR1S2;NEUROD4;GJA10;OR7D4;OR6B2
Acral self-healing collodion baby ORPHA:281127	24/101	3.406227346383896E-4	0.02076537115610331	0	0	2.4375518098922355	19.463205355993313	KPRP;SPRR2E;SPRR4;SPRR2G;FGFBP1;CALML5;CRCT1;C15ORF62;CALML3;LCE3E;LCE3D;RNF225;LTB4R2;GJB3;GJB5;RNASE7;KCTD11;SFN;SPRR2A;SPRR2B;SPRR1A;SPRR1B;IVL;SPRR2D
Autosomal dominant focal non-epidermolytic palmoplantar keratoderma with plantar blistering ORPHA:402003	24/101	3.406227346383896E-4	0.02076537115610331	0	0	2.4375518098922355	19.463205355993313	KPRP;SPRR2E;SPRR4;SPRR3;SPRR2G;FGFBP1;CALML5;CRCT1;C1ORF68;CALML3;LCE3E;LCE1B;LCE3D;GJB4;CAPNS2;GJB3;GJB5;RNASE7;SPRR2A;SPRR2B;SPRR1A;SPRR1B;IVL;SPRR2D
Bathing suit ichthyosis ORPHA:100976	24/101	3.406227346383896E-4	0.02076537115610331	0	0	2.4375518098922355	19.463205355993313	KPRP;SPRR2E;SPRR4;SPRR2G;FGFBP1;CALML5;CRCT1;C15ORF62;CALML3;LCE3E;LCE3D;RNF225;LTB4R2;GJB3;GJB5;RNASE7;KCTD11;SFN;SPRR2A;SPRR2B;SPRR1A;SPRR1B;IVL;SPRR2D
Hidrotic ectodermal dysplasia ORPHA:189	24/101	3.406227346383896E-4	0.02076537115610331	0	0	2.4375518098922355	19.463205355993313	KPRP;SPRR2E;SPRR4;SPRR2G;CALML5;CRCT1;C1ORF68;CALML3;LCE3E;LCE1A;LCE2B;LCE3D;GJB2;CAPNS2;GJB6;GJB5;LCE6A;RNASE7;SPRR2A;SPRR2B;SPRR1A;SPRR1B;IVL;SPRR2D
Neurofibromatosis type 2 ORPHA:637	24/101	3.406227346383896E-4	0.02076537115610331	0	0	2.4375518098922355	19.463205355993313	HIST1H2BM;FOXD1;HIST1H2AH;HIST1H2BL;HIST1H2AJ;HIST2H2AB;TOR1AIP2;HIST2H2AC;GJC1;HIST1H4A;HIST2H3A;HIST1H3A;HIST1H4B;HIST1H2AD;HIST1H1E;RIMBP3C;BLID;HIST2H3D;HIST1H3B;HIST1H4C;HIST2H3C;HIST1H4D;HIST1H4E;HIST1H2AB
Isolated focal non-epidermolytic palmoplantar keratoderma ORPHA:448264	24/102	3.9802569810251756E-4	0.02382364723915432	0	0	2.406164757228587	18.837849415273844	KPRP;SPRR2E;SPRR4;SPRR2G;FGFBP1;PSAPL1;CALML5;CRCT1;C1ORF68;CALML3;LCE3E;LCE1B;LCE3D;GJB4;GJB3;GJB5;RNASE7;SFN;SPRR2A;SPRR2B;SPRR1A;SPRR1B;IVL;SPRR2D
Autosomal dominant generalized epidermolysis bullosa simplex, intermediate form ORPHA:79399	23/100	7.31471211561299E-4	0.04081361404169146	0	0	2.3349521546242857	16.859411574351242	KPRP;SPRR2E;SPRR4;SPRR3;SPRR2G;FGFBP1;CALML5;CRCT1;TACSTD2;CALML3;LCE3E;LCE3D;GJB4;CAPNS2;GJB3;GJB5;RNASE7;SFN;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
Autosomal dominant generalized epidermolysis bullosa simplex, severe form ORPHA:79396	23/100	7.31471211561299E-4	0.04081361404169146	0	0	2.3349521546242857	16.859411574351242	KPRP;SPRR2E;SPRR4;SPRR3;SPRR2G;FGFBP1;CALML5;CRCT1;TACSTD2;CALML3;LCE3E;LCE3D;GJB4;CAPNS2;GJB3;GJB5;RNASE7;SFN;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
Epidermolysis bullosa simplex with mottled pigmentation ORPHA:79397	23/100	7.31471211561299E-4	0.04081361404169146	0	0	2.3349521546242857	16.859411574351242	KPRP;SPRR2E;SPRR4;SPRR3;SPRR2G;FGFBP1;CALML5;CRCT1;TACSTD2;CALML3;LCE3E;LCE3D;GJB4;CAPNS2;GJB3;GJB5;RNASE7;SFN;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
Localized epidermolysis bullosa simplex ORPHA:79400	23/100	7.31471211561299E-4	0.04081361404169146	0	0	2.3349521546242857	16.859411574351242	KPRP;SPRR2E;SPRR4;SPRR3;SPRR2G;FGFBP1;CALML5;CRCT1;TACSTD2;CALML3;LCE3E;LCE3D;GJB4;CAPNS2;GJB3;GJB5;RNASE7;SFN;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
45,X/46,XY mixed gonadal dysgenesis ORPHA:1772	23/101	8.467216926124338E-4	0.04288319710892511	0	0	2.3048862229190097	16.30508436180989	KPRP;SPRR4;MAGEL2;SPRR2G;OLIG3;GPR119;OR2F1;LCE1E;LCE1F;LCE2D;LCE3E;LCE1D;LCE1A;CLDN6;LCE3C;LCE2C;LCE3D;LCE3A;LCE4A;LCE6A;NANOGP8;OR52A1;SRY
Atrial septal defect, sinus venosus type ORPHA:99105	23/101	8.467216926124338E-4	0.04288319710892511	0	0	2.3048862229190097	16.30508436180989	TMEM185B;FZD1;JUN;CEBPB;FZD2;JUND;CEBPD;IER5L;HPS6;ZBTB22;VASN;SERTAD3;NFIL3;MARVELD1;ZNF319;MYADM;KCTD11;FAM43A;MGAT1;ZNF865;CHST14;MGAT2;CCDC71
Autosomal recessive generalized epidermolysis bullosa simplex ORPHA:89838	23/101	8.467216926124338E-4	0.04288319710892511	0	0	2.3048862229190097	16.30508436180989	KPRP;SPRR2E;SPRR4;SPRR2G;FGFBP1;CALML5;CRCT1;C1ORF68;CALML3;LCE3E;LCE1B;LCE3D;GJB4;CAPNS2;GJB3;GJB5;RNASE7;SFN;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
Dermatopathia pigmentosa reticularis ORPHA:86920	23/101	8.467216926124338E-4	0.04288319710892511	0	0	2.3048862229190097	16.30508436180989	KPRP;SPRR2E;SPRR4;SPRR2G;FGFBP1;CALML5;CRCT1;C1ORF68;CALML3;LCE3E;LCE1B;LCE3D;GJB4;CAPNS2;GJB3;GJB5;RNASE7;SFN;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
Lipoyl transferase 2 deficiency ORPHA:447795	23/101	8.467216926124338E-4	0.04288319710892511	0	0	2.3048862229190097	16.30508436180989	DDX28;POP7;NXT1;IMP3;PARS2;MARS2;KTI12;UFSP1;RPP25L;THAP11;TMEM187;BLOC1S4;ZBTB9;TMEM177;ZNHIT2;TMEM203;ZNF837;SDHAF1;C19ORF73;RRS1;EMC6;METTL18;C19ORF48
Naegeli-Franceschetti-Jadassohn syndrome ORPHA:69087	23/101	8.467216926124338E-4	0.04288319710892511	0	0	2.3048862229190097	16.30508436180989	KPRP;SPRR2E;SPRR4;SPRR2G;FGFBP1;CALML5;CRCT1;C1ORF68;CALML3;LCE3E;LCE1B;LCE3D;GJB4;CAPNS2;GJB3;GJB5;RNASE7;SFN;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
ADULT syndrome ORPHA:978	22/101	0.001997952787119598	0.0900994599342153	0	0	2.175679160453409	13.523221509906842	SPRR2E;SPRR4;SPRR3;SPRR2G;FGFBP1;CALML5;CRCT1;TACSTD2;CALML3;LCE3E;LCE1B;LCE3D;GJB4;CAPNS2;GJB3;GJB5;RNASE7;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
Ankyloblepharon-ectodermal defects-cleft lip/palate syndrome ORPHA:1071	22/101	0.001997952787119598	0.0900994599342153	0	0	2.175679160453409	13.523221509906842	SPRR2E;SPRR4;SPRR3;SPRR2G;FGFBP1;CALML5;CRCT1;TACSTD2;CALML3;LCE3E;LCE1B;LCE3D;GJB4;CAPNS2;GJB3;GJB5;RNASE7;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
EEC syndrome ORPHA:1896	22/101	0.001997952787119598	0.0900994599342153	0	0	2.175679160453409	13.523221509906842	SPRR2E;SPRR4;SPRR3;SPRR2G;FGFBP1;CALML5;CRCT1;TACSTD2;CALML3;LCE3E;LCE1B;LCE3D;GJB4;CAPNS2;GJB3;GJB5;RNASE7;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
Limb-mammary syndrome ORPHA:69085	22/101	0.001997952787119598	0.0900994599342153	0	0	2.175679160453409	13.523221509906842	SPRR2E;SPRR4;SPRR3;SPRR2G;FGFBP1;CALML5;CRCT1;TACSTD2;CALML3;LCE3E;LCE1B;LCE3D;GJB4;CAPNS2;GJB3;GJB5;RNASE7;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
Minimal pigment oculocutaneous albinism type 1 ORPHA:352734	22/101	0.001997952787119598	0.0900994599342153	0	0	2.175679160453409	13.523221509906842	KPRP;SPRR2E;SPRR4;SPRR2G;CALML5;C1ORF68;LCE1E;LCE1F;LCE2D;LCE3E;LCE1D;LCE1A;LCE2B;LCE1B;LCE2C;LCE3D;LCE2A;LCE5A;LCE4A;LCE6A;SPRR2B;SPRR2D
Oculocutaneous albinism type 1A ORPHA:79431	22/101	0.001997952787119598	0.0900994599342153	0	0	2.175679160453409	13.523221509906842	KPRP;SPRR2E;SPRR4;SPRR2G;CALML5;C1ORF68;LCE1E;LCE1F;LCE2D;LCE3E;LCE1D;LCE1A;LCE2B;LCE1B;LCE2C;LCE3D;LCE2A;LCE5A;LCE4A;LCE6A;SPRR2B;SPRR2D
Oculocutaneous albinism type 1B ORPHA:79434	22/101	0.001997952787119598	0.0900994599342153	0	0	2.175679160453409	13.523221509906842	KPRP;SPRR2E;SPRR4;SPRR2G;CALML5;C1ORF68;LCE1E;LCE1F;LCE2D;LCE3E;LCE1D;LCE1A;LCE2B;LCE1B;LCE2C;LCE3D;LCE2A;LCE5A;LCE4A;LCE6A;SPRR2B;SPRR2D
Temperature-sensitive oculocutaneous albinism type 1 ORPHA:352737	22/101	0.001997952787119598	0.0900994599342153	0	0	2.175679160453409	13.523221509906842	KPRP;SPRR2E;SPRR4;SPRR2G;CALML5;C1ORF68;LCE1E;LCE1F;LCE2D;LCE3E;LCE1D;LCE1A;LCE2B;LCE1B;LCE2C;LCE3D;LCE2A;LCE5A;LCE4A;LCE6A;SPRR2B;SPRR2D
Uncombable hair syndrome ORPHA:1410	22/102	0.002278617729250354	0.10136769682016439	0	0	2.1483613817537646	13.07103084112641	KPRP;SPRR2E;SPRR3;FGFBP1;CALML5;CRCT1;TACSTD2;CALML3;LCE3E;LCE3D;GJB4;CAPNS2;GJB3;GJB5;RNASE7;SFN;SPRR2A;SPRR2B;SPRR1A;SPRR1B;IVL;SPRR2D
Epidermolysis bullosa simplex with circinate migratory erythema ORPHA:158681	21/101	0.00447027001597359	0.18628011256436783	0	0	2.049800796812749	11.090050504850073	SPRR2E;SPRR4;SPRR3;FGFBP1;CALML5;CRCT1;TACSTD2;CALML3;LCE3E;LCE3D;GJB4;CAPNS2;GJB3;GJB5;RNASE7;SFN;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
FADD-related immunodeficiency ORPHA:306550	21/101	0.00447027001597359	0.18628011256436783	0	0	2.049800796812749	11.090050504850073	DDX28;POP7;NXT1;ZNF581;FKBPL;IMP3;CDCA4;KTI12;HPS6;UFSP1;RPP25L;THAP11;COMMD5;BLOC1S4;ZNHIT2;TMEM203;C6ORF47;SDHAF1;RRS1;EMC6;BORCS6
Ichthyosis hystrix of Curth-Macklin ORPHA:79503	21/101	0.00447027001597359	0.18628011256436783	0	0	2.049800796812749	11.090050504850073	KPRP;SPRR2E;SPRR4;SPRR2G;FGFBP2;C1ORF68;GIMAP7;ASPRV1;LCE2D;LCE3E;LCE1D;LCE1A;LCE2B;HCAR2;LCE2C;HCAR3;LCE5A;CXCR1;CAPNS2;LCE6A;CXCR2
KRT1-related diffuse nonepidermolytic keratoderma ORPHA:530838	21/101	0.00447027001597359	0.18628011256436783	0	0	2.049800796812749	11.090050504850073	KPRP;SPRR2E;SPRR4;SPRR2G;FGFBP2;C1ORF68;GIMAP7;ASPRV1;LCE2D;LCE3E;LCE1D;LCE1A;LCE2B;HCAR2;LCE2C;HCAR3;LCE5A;CXCR1;CAPNS2;LCE6A;CXCR2
Partial chromosome Y deletion ORPHA:1646	21/101	0.00447027001597359	0.18628011256436783	0	0	2.049800796812749	11.090050504850073	OR51F1;PDHA2;XKRY2;OR51H1;OR11H2;OR14J1;OR10H3;OR51D1;OR2J2;OR4N4;OR2J1;OR51L1;GK2;SPZ1;OR52R1;OR51S1;CDY2A;OR51A4;LELP1;SRY;OR51A7
Ectodermal dysplasia-skin fragility syndrome ORPHA:158668	20/101	0.009473267245113734	0.3668940678931107	0	0	1.9271277176881896	8.979030371386507	KPRP;SPRR2E;FGFBP1;CALML5;CRCT1;TACSTD2;CALML3;GRHL2;LCE3D;GJB4;GJB3;GJB5;RNASE7;FAM84A;SFN;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
Hereditary hypotrichosis with recurrent skin vesicles ORPHA:217407	20/101	0.009473267245113734	0.3668940678931107	0	0	1.9271277176881896	8.979030371386507	SPRR2E;SPRR4;SPRR2G;FGFBP1;CALML5;CRCT1;CALML3;LCE3E;LCE1B;LCE3D;GJB4;GJB3;GJB5;RNASE7;SFN;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
Limb-girdle muscular dystrophy due to POMK deficiency ORPHA:445110	20/101	0.009473267245113734	0.3668940678931107	0	0	1.9271277176881896	8.979030371386507	HIST1H2BN;TAS2R30;HIST1H2AH;HIST1H2BL;HIST2H2AB;HIST2H2AC;TMPPE;HIST1H4A;HIST2H3A;HIST1H4B;HIST4H4;RBM12B;HIST1H1E;RIMBP3C;HIST1H3B;ZBED6;HIST2H3C;HIST1H4D;HIST1H4E;HIST1H2AB
NON RARE IN EUROPE: Autosomal dominant ichthyosis vulgaris ORPHA:462	20/101	0.009473267245113734	0.3668940678931107	0	0	1.9271277176881896	8.979030371386507	KPRP;SPRR2E;SPRR4;SPRR2G;CRCT1;C1ORF68;CALML3;LCE1F;LCE2D;LCE3E;LCE1A;LCE2B;LCE1B;LCE2C;LCE3D;LCE2A;LCE5A;LCE6A;RNASE7;IVL
Netherton syndrome ORPHA:634	20/101	0.009473267245113734	0.3668940678931107	0	0	1.9271277176881896	8.979030371386507	SPRR2E;SPRR3;FGFBP1;CALML5;CRCT1;CALML3;GRHL2;FUT3;GJB4;RASSF10;GJB3;GJB5;RNASE7;FAM84A;SFN;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
Synovial sarcoma ORPHA:3273	20/101	0.009473267245113734	0.3668940678931107	0	0	1.9271277176881896	8.979030371386507	MAGEA12;OR51B2;MAGEB16;OR52D1;DCAF4L2;NAA11;MAGEA9B;MAGEA2B;ATXN3L;RFPL4B;MAGEA1;MAGEB2;MAGEA2;OR51B5;OR51B4;OR8A1;MAGEB1;MAGEC2;MAGEA6;MAGEA3
Acral peeling skin syndrome ORPHA:263534	20/102	0.010554924732867094	0.40403270023951715	0	0	1.9035182387222103	8.663221261383875	SPRR2E;CXORF21;CRCT1;PTAFR;GPR84;RNASE2;LCE3E;HCAR2;LCE1B;HCAR3;LCE3D;TIFAB;CAPNS2;RNASE7;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D;TLR2
Pachyonychia congenita ORPHA:2309	19/100	0.01720209319280035	0.6509113883988362	0	0	1.8299616142753399	7.434629345107157	SPRR2E;SPRR3;FGFBP1;CALML5;CRCT1;TACSTD2;CALML3;LCE3E;LCE3D;GJB4;GJB3;GJB5;RNASE7;SFN;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
Colobomatous microphthalmia-rhizomelic dysplasia syndrome ORPHA:424099	19/101	0.018992920489858844	0.7025246545237676	0	0	1.8075425292068046	7.164536394946283	CHRM2;ZNF660;TAS2R50;TAS2R30;TAS2R31;SMIM18;GPR22;TAS2R13;TAS2R46;HIST2H2AB;TAS2R19;HIST1H4B;B3GALT2;MAB21L1;MAB21L2;HIST1H1E;HIST1H4D;RNF152;HIST1H4E
Permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome ORPHA:65288	19/101	0.018992920489858844	0.7025246545237676	0	0	1.8075425292068046	7.164536394946283	ZCCHC12;CCDC177;MAGEL2;OLIG3;TMEM200C;BHLHE23;FBLL1;SERTM1;POU3F3;SOX3;NHLH2;SOX1;NEUROD4;GPR148;RPRML;INSM1;NEUROG1;CDK5R2;NEUROG2
Isolated congenital anosmia ORPHA:88620	19/102	0.020924511701787923	0.7653721391365093	0	0	1.7856636630555838	6.904864962218403	OR1D5;OR10K1;OR10H3;SPPL2C;OR6K2;OR10H4;OR2M5;OR9Q2;OR2L3;OR1I1;OR2M3;OR2M2;OR10A7;OR1S2;SLITRK3;OR10C1;OR13F1;DNAJB8;KIF2B
Harlequin ichthyosis ORPHA:457	18/101	0.03598530876296756	0.9999961656375117	0	0	1.6909334952542265	5.621752768087621	FGFBP1;CALML5;TACSTD2;CALML3;GRHL2;LCE1B;CLDN4;GJB4;GJB3;GJB5;RNASE7;SLITRK6;SFN;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
Intellectual disability-developmental delay-contractures syndrome ORPHA:3454	18/101	0.03598530876296756	0.9999961656375117	0	0	1.6909334952542265	5.621752768087621	BEX4;MAGEL2;BEX1;MAGEE1;ZNF518B;PABPC5;NAP1L3;ZCCHC18;GSPT2;MLLT11;TCEAL8;TCEAL7;NDN;ZNF501;FGFBP3;CCDC184;ZNF883;RAB9B
Mullerian aplasia and hyperandrogenism ORPHA:247768	18/101	0.03598530876296756	0.9999961656375117	0	0	1.6909334952542265	5.621752768087621	TMEM184A;CALML5;SOWAHB;TMEM30B;STX19;TACSTD2;CALML3;FUT2;GRHL2;FUT3;CLDN4;TMEM125;GJB4;RASSF10;PRR15L;GJB3;FAM84A;SPRR1B
SERKAL syndrome ORPHA:139466	18/101	0.03598530876296756	0.9999961656375117	0	0	1.6909334952542265	5.621752768087621	TMEM184A;CALML5;SOWAHB;TMEM30B;STX19;TACSTD2;CALML3;FUT2;GRHL2;FUT3;CLDN4;TMEM125;GJB4;RASSF10;PRR15L;GJB3;FAM84A;SPRR1B
Lafora disease ORPHA:501	18/102	0.039212624619581624	0.9999961656375117	0	0	1.6707086017430846	5.411018389300197	MAP10;MOAP1;MAGEH1;ZNF491;ZFP3;AMIGO1;DEXI;NKAPL;FAM220A;ARMCX1;RRAGA;TCEAL3;TCEAL1;NHLRC1;GPRASP2;FAM50B;RAB9B;TSPYL5
Megakaryoblastic acute myeloid leukemia with t(1;22)(p13;q13) ORPHA:402023	18/102	0.039212624619581624	0.9999961656375117	0	0	1.6707086017430846	5.411018389300197	HIST1H2BN;HIST1H2AI;EXOC8;HIST1H2AH;HIST1H2BL;HIST2H2AB;HIST2H2AC;TMPPE;HIST1H4A;HIST2H3A;HIST1H4B;RBM12B;HIST1H2AD;HIST1H1E;HIST2H3D;HIST1H3B;HIST2H3C;HIST1H2AB
Pure hair and nail ectodermal dysplasia ORPHA:69084	18/102	0.039212624619581624	0.9999961656375117	0	0	1.6707086017430846	5.411018389300197	KPRP;SPRR4;FGFBP1;CALML5;C1ORF68;CALML3;LCE1E;LCE2D;LCE1A;LCE2B;LCE1B;GJB3;GJB5;LCE6A;SP6;SFN;SPRR1B;IVL
Hairy cell leukemia variant ORPHA:300878	13/69	0.04631979434736236	0.9999961656375117	0	0	1.8088096288360955	5.556999411359062	IGLC7;GPR174;IGLJ2;IGLJ3;IGKJ4;IGHJ4;IGKJ1;IGHJ5;IGKJ2;IGKC;IGHJ3;IGLC3;IGLC2
Acute myeloid leukemia with CEBPA somatic mutations ORPHA:319480	17/101	0.06436375504520293	0.9999961656375117	0	0	1.5771942007028177	4.326566408803579	CCR1;CEBPA;CEBPB;CEBPD;PTAFR;RNASE6;RNASE2;ASCL2;MPEG1;HCAR2;HCAR3;FRAT1;FRAT2;MAFB;TIFAB;P2RY2;OXER1
Keratoderma hereditarium mutilans ORPHA:494	17/101	0.06436375504520293	0.9999961656375117	0	0	1.5771942007028177	4.326566408803579	FGFBP1;SOWAHB;SOWAHC;TACSTD2;CALML3;FOXQ1;CLDN4;GJB2;GJB4;GJB3;GJB5;RNASE7;SFN;SPRR2A;SPRR1A;SPRR1B;IVL
Knuckle pads-leukonychia-sensorineural deafness-palmoplantar hyperkeratosis syndrome ORPHA:2698	17/101	0.06436375504520293	0.9999961656375117	0	0	1.5771942007028177	4.326566408803579	FGFBP1;SOWAHB;SOWAHC;TACSTD2;CALML3;FOXQ1;CLDN4;GJB2;GJB4;GJB3;GJB5;RNASE7;SFN;SPRR2A;SPRR1A;SPRR1B;IVL
Lissencephaly due to TUBA1A mutation ORPHA:171680	17/101	0.06436375504520293	0.9999961656375117	0	0	1.5771942007028177	4.326566408803579	BEX4;ZCCHC12;MAGEH1;MAGEL2;BEX1;NAP1L3;ZCCHC18;MLLT11;GPR173;TCEAL7;ARMCX1;SOX1;ARMCX2;PNMA1;NDN;CCDC184;TSPYL4
Oculocutaneous albinism type 6 ORPHA:370097	17/101	0.06436375504520293	0.9999961656375117	0	0	1.5771942007028177	4.326566408803579	KPRP;SPRR2G;C1ORF68;POU3F1;LCE1F;LCE2D;LCE1D;LCE1A;LCE2B;LCE1B;LCE2C;LCE2A;LCE5A;SLITRK2;LCE4A;LCE6A;CCDC140
Porokeratotic eccrine ostial and dermal duct nevus ORPHA:166286	17/101	0.06436375504520293	0.9999961656375117	0	0	1.5771942007028177	4.326566408803579	FGFBP1;SOWAHB;SOWAHC;TACSTD2;CALML3;FOXQ1;CLDN4;GJB2;GJB4;GJB3;GJB5;RNASE7;SFN;SPRR2A;SPRR1A;SPRR1B;IVL
Prader-Willi syndrome due to translocation ORPHA:177907	17/101	0.06436375504520293	0.9999961656375117	0	0	1.5771942007028177	4.326566408803579	BEX4;ZNF781;MAGEH1;MAGEL2;PABPC5;NAP1L3;NAP1L2;KCNA5;GSPT2;NAP1L5;ARMCX4;TCEAL7;C3ORF18;ARMCX2;TCEAL2;NDN;GPRASP1
Sebocystomatosis ORPHA:841	17/101	0.06436375504520293	0.9999961656375117	0	0	1.5771942007028177	4.326566408803579	SPRR3;FGFBP1;CALML5;CRCT1;TACSTD2;CALML3;FOXQ1;GJB4;GJB3;GJB5;RNASE7;SFN;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
Acrodermatitis continua of Hallopeau ORPHA:163931	17/102	0.06939398342607148	0.9999961656375117	0	0	1.5585505965532478	4.15814302729581	SPRR2E;TMEM184A;FGFBP1;CRCT1;LCE3E;RNF223;LCE3D;GJB2;GJB4;GJB3;RNASE7;SFN;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
Generalized pustular psoriasis ORPHA:247353	17/102	0.06939398342607148	0.9999961656375117	0	0	1.5585505965532478	4.15814302729581	SPRR2E;TMEM184A;FGFBP1;CRCT1;LCE3E;RNF223;LCE3D;GJB2;GJB4;GJB3;RNASE7;SFN;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
Palmoplantar keratoderma-deafness syndrome ORPHA:2202	17/102	0.06939398342607148	0.9999961656375117	0	0	1.5585505965532478	4.15814302729581	FGFBP1;SOWAHB;SOWAHC;TACSTD2;CALML3;FOXQ1;CLDN4;GJB2;GJB4;GJB3;GJB5;RNASE7;SFN;SPRR2A;SPRR1A;SPRR1B;IVL
Prader-Willi syndrome due to imprinting mutation ORPHA:177910	17/102	0.06939398342607148	0.9999961656375117	0	0	1.5585505965532478	4.15814302729581	MAGEL2;BEX1;TRIL;TMEM200C;PABPC5;NAP1L3;PCDHB15;TCEAL7;ARMCX1;ARMCX2;TCEAL5;LRRTM1;TCEAL2;NDN;PCDHB5;LRRN1;LRRC4C
Pustulosis palmaris et plantaris ORPHA:163927	17/102	0.06939398342607148	0.9999961656375117	0	0	1.5585505965532478	4.15814302729581	SPRR2E;TMEM184A;FGFBP1;CRCT1;LCE3E;RNF223;LCE3D;GJB2;GJB4;GJB3;RNASE7;SFN;SPRR2A;SPRR1A;SPRR1B;IVL;SPRR2D
Cerulean cataract ORPHA:98989	17/104	0.08022955085528412	0.9999961656375117	0	0	1.522549154057527	3.841183485908127	BEX4;ZCCHC12;CCDC177;FOXB1;MAGEL2;NAP1L3;FBLL1;SERTM1;ATOH7;MOS;SOX3;NHLH2;SLITRK3;INSM1;TMEM229A;BEX5;RPRM
B3GALT6-related spondylodysplastic Ehlers-Danlos syndrome ORPHA:536467	16/101	0.10857603291948024	0.9999961656375117	0	0	1.4662232384119727	3.2554621820868537	TIGD5;POP7;B3GALT6;ADO;UFSP1;CENPB;BLOC1S4;EID2;ZNHIT2;MBLAC1;RBM15B;TMEM203;ZNF837;SDHAF1;CHST14;ZCCHC3
Bamforth-Lazarus syndrome ORPHA:1226	16/101	0.10857603291948024	0.9999961656375117	0	0	1.4662232384119727	3.2554621820868537	SPRR3;FGFBP1;FOXC1;FOXE1;TWIST2;CALML3;FOXL2;FOXQ1;GJB3;UCN2;IFNE;GJB5;SFN;SPRR2A;SPRR1A;SPRR1B
Congenital adrenal hyperplasia due to 11-beta-hydroxylase deficiency ORPHA:90795	16/101	0.10857603291948024	0.9999961656375117	0	0	1.4662232384119727	3.2554621820868537	PRR30;OR4D2;TRAJ4;OR1I1;CCER1;TRAJ23;TRAJ26;TRAJ14;TRAJ17;TRAJ16;DNAJB8;KIF2B;TRAJ20;CCR4;PPIAL4G;TRAJ22
Hirschsprung disease-ganglioneuroblastoma syndrome ORPHA:2151	16/101	0.10857603291948024	0.9999961656375117	0	0	1.4662232384119727	3.2554621820868537	HTR1E;NPY2R;SOX11;FBLL1;ASCL1;NEUROD4;LRRTM1;MAB21L1;MAB21L2;INSM2;INSM1;TMEM229A;NEUROG1;CDK5R2;NEUROG2;SLC18A3
