ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	GI	Gene.Symbol	SPOT_ID
11736755_x_at	0.346	0.198	1.32	-6.019347	0.17	AK292821.1		PCDHB13	
11736248_at	0.349	0.2	-1.31	-6.027005	-0.0589	NM_181847.4		AMIGO2	
11742318_at	0.349	0.2	-1.31	-6.027359	-0.0613	BC140743.1		OR6K6	
11737395_at	0.349	0.2	-1.31	-6.027387	-0.161	NM_001105576.1		SOWAHD	
11758111_s_at	0.349	0.201	1.31	-6.028859	0.23	BU932763		FOXC1	
11719217_a_at	0.35	0.201	1.31	-6.029995	0.0893	AB004904.1		SOCS3	
11724356_a_at	0.352	0.203	1.3	-6.03536	0.16	NM_001105198.1		TMEM177	
11759383_at	0.353	0.203	-1.3	-6.038247	-0.0671	AB096957.1		KRTAP20-2	
11729059_x_at	0.353	0.204	-1.3	-6.040045	-0.279	NM_017723.2		TOR4A	
11728930_at	0.354	0.204	-1.3	-6.042181	-0.0726	NM_145250.3		RNASE11	
11739230_a_at	0.354	0.205	-1.3	-6.042731	-0.223	AF493890.1		ARL4A	
11715178_s_at	0.354	0.205	-1.3	-6.042795	-0.0862		48717235.0	OR2A14	
11737551_at	0.354	0.205	-1.3	-6.043831	-0.111	BC104813.1		B3GALT1	
11743876_at	0.355	0.205	-1.3	-6.045296	-0.12	BX360850		CETN1	
11720845_a_at	0.355	0.205	-1.3	-6.045393	-0.254	NM_020404.2		CD248	
11749013_x_at	0.356	0.206	-1.29	-6.048475	-0.221	BC015030.1		ZBED1	
11757986_s_at	0.357	0.207	-1.29	-6.050707	-0.142	AI075913		MIS12	
11747773_x_at	0.357	0.207	1.29	-6.051172	0.0792	BC126236.1		SPTSSB	
11738160_at	0.357	0.207	-1.29	-6.051655	-0.101	BC117484.1		NANOS2	
11738444_at	0.358	0.208	-1.29	-6.054508	-0.0846	BC136830.1		OR51G2	
11732410_a_at	0.359	0.208	-1.29	-6.055449	-0.0733	AK289588.1		GPER1	
11734034_a_at	0.361	0.21	1.28	-6.062084	0.32	U81501.1		FPR2	
11740224_a_at	0.362	0.211	1.28	-6.06659	0.259	AK074746.1		CHST4	
11729496_at	0.363	0.212	-1.28	-6.068291	-0.0675	BC113387.1		FAM133A	
11750368_a_at	0.363	0.212	-1.28	-6.068529	-0.133	AB126071.1		KRTAP5-2	
11736558_at	0.365	0.213	1.27	-6.073992	0.0891	NM_025268.2		TMEM121	
11734323_a_at	0.366	0.214	1.27	-6.077412	0.0848	AF313620.1		PAQR7	
11742552_at	0.367	0.214	1.27	-6.078245	0.0764	NM_001004483.1		OR13C8	
11738713_x_at	0.367	0.215	1.27	-6.079341	0.0612	BC137248.1		OR52K2	
11721082_at	0.368	0.216	-1.27	-6.082741	-0.0749	NM_017924.2		C14orf119	
11759252_at	0.369	0.216	1.27	-6.083679	0.0796	BC112256.1		HIST1H2AI	
11741701_x_at	0.37	0.217	1.26	-6.086513	0.101	NM_021058.3		HIST1H2BJ	
11737994_a_at	0.371	0.218	-1.26	-6.091324	-0.0789	AY061857.1		LRRC3	
11753335_a_at	0.372	0.219	1.26	-6.093949	0.141	AK299078.1		TMEM177	
11742631_at	0.372	0.219	-1.26	-6.094089	-0.0813	NM_001005513.1		OR4C45	
11716168_s_at	0.373	0.219	1.26	-6.094709	0.0918	NM_203462.2		MRFAP1L1	
11735941_at	0.373	0.22	-1.25	-6.096769	-0.101	NM_001007532.2		STH	
11752411_a_at	0.373	0.22	-1.25	-6.097384	-0.0842	AK297668.1		CCDC8	
11720339_at	0.374	0.22	-1.25	-6.098178	-0.183	NM_203371.1		FIBIN	
11732987_x_at	0.374	0.221	-1.25	-6.099513	-0.0871	NM_021002.1		IFNA6	
11741714_at	0.375	0.221	1.25	-6.100617	0.145	NM_152460.2		C17orf77	
11753443_a_at	0.376	0.222	1.25	-6.103883	0.0597	AK290868.1		SSTR1	
11738113_at	0.376	0.222	1.25	-6.105554	0.0695	BC112096.1		PCDHB1	
11725899_a_at	0.376	0.223	1.25	-6.106308	0.129	BC024159.2		LRRC8D	
11729559_at	0.377	0.223	1.25	-6.106811	0.161	NM_005250.2		FOXL1	
11759187_at	0.377	0.223	1.24	-6.108538	0.17	AK098427.1		TNFAIP8L1	
11734635_at	0.378	0.224	-1.24	-6.110754	-0.0655	NM_198694.2		KRTAP10-5	
11742605_at	0.378	0.224	1.24	-6.110771	0.0619	NM_001001916.2		OR52J3	
11723633_s_at	0.379	0.224	-1.24	-6.111734	-0.197	NM_024496.2		IRF2BPL	
11742351_at	0.379	0.225	1.24	-6.113517	0.0827	BC140910.1		OR1L8	
11715115_s_at	0.382	0.227	1.23	-6.121194	0.128		21166387.0	HIST1H2BI	
11724539_at	0.382	0.227	-1.23	-6.121798	-0.0541	NM_033122.3		CABS1	
11733378_at	0.384	0.228	1.23	-6.124232	0.0634	BC104225.1		DCAF4L1	
11738965_x_at	0.384	0.228	1.23	-6.125244	0.0588	NM_012404.2		ANP32D	
11760474_s_at	0.384	0.229	1.23	-6.125946	0.11	AK289793.1		TOR1AIP2	
11715773_a_at	0.384	0.229	1.23	-6.126143	0.147	NM_018285.2		IMP3	
11759386_x_at	0.384	0.229	1.23	-6.126719	0.0976	BC136876.1		OR5T2	
11730561_at	0.385	0.229	-1.23	-6.127045	-0.139	NM_024869.2		FAM110D	
11721425_at	0.385	0.229	-1.23	-6.12747	-0.0836	BF059357		FZD5	
11746879_a_at	0.385	0.229	1.23	-6.128342	0.0716	BC129925.1		ZNF80	
11736294_at	0.386	0.23	1.23	-6.131419	0.126	BC025966.1		FGFBP3	
11734609_at	0.388	0.231	-1.22	-6.134649	-0.0707	NM_001012503.1		KRTAP5-7	
11737458_at	0.388	0.231	1.22	-6.134772	0.0751	BC130398.1		USP29	
11742570_at	0.389	0.232	1.22	-6.137296	0.0572	NM_001004064.1		OR8J3	
11723928_at	0.389	0.233	1.22	-6.138726	0.368	NM_007257.5		PNMA2	
11730820_at	0.389	0.233	1.22	-6.140232	0.23	NM_018930.3		PCDHB10	
11741699_at	0.391	0.234	1.22	-6.143266	0.108	NM_021058.3		HIST1H2BJ	
11734463_at	0.391	0.234	-1.22	-6.143627	-0.0849	NM_198180.1		QRFP	
11736971_at	0.391	0.234	1.22	-6.144149	0.141	NM_005664.3		MKRN3	
11739981_s_at	0.392	0.235	1.21	-6.14606	0.0843	BC060790.1		SOCS4	
11743010_at	0.392	0.235	-1.21	-6.147208	-0.208	CR542049.1		NFIL3	
11738763_at	0.394	0.237	-1.21	-6.151399	-0.0799	BC136864.1		OR8B12	
11730510_at	0.395	0.237	-1.21	-6.15325	-0.143	BC009725.1		EID2B	
11722485_a_at	0.396	0.238	1.2	-6.156432	0.144	NM_021645.5		UTP14C	
11725908_at	0.396	0.239	1.2	-6.157853	0.137	NM_001145077.1		LRRC10B	
11727585_a_at	0.397	0.239	1.2	-6.160136	0.0757	AK304047.1		SPIN3	
11737051_a_at	0.398	0.24	1.2	-6.162609	0.165	NM_000861.3		HRH1	
11736392_at	0.399	0.241	-1.2	-6.163898	-0.0893	NM_019612.3		IRGC	
11736823_at	0.399	0.241	1.2	-6.165131	0.0734	BC095508.1		VN1R1	
11759275_at	0.4	0.241	1.2	-6.166123	0.0674	BC136971.1		OR2M3	
11724709_s_at	0.4	0.242	1.19	-6.167906	0.128	NM_003108.3		SOX11	
11738938_at	0.401	0.243	-1.19	-6.169941	-0.102	NM_001123387.1		KRTAP2-1	
11745818_x_at	0.401	0.243	-1.19	-6.170558	-0.0796	AK299209.1		H1F0	
11732488_at	0.402	0.243	1.19	-6.171709	0.0638	NM_170610.2		HIST1H2BA	
11763794_a_at	0.405	0.246	1.18	-6.180298	0.0678	AK310653.1		DUSP22	
11739552_a_at	0.405	0.246	1.18	-6.1805	0.105	AK316187.1		CREB5	
11737263_at	0.406	0.247	-1.18	-6.182743	-0.0862	NM_003806.1		HRK	
11738745_at	0.407	0.247	-1.18	-6.183873	-0.0866	BC137555.1		OR1M1	
11742506_at	0.408	0.248	1.18	-6.187231	0.0829	NM_001005177.2		OR52R1	
11759336_at	0.408	0.249	1.18	-6.188457	0.127	BX107870		TMEM200C	
11753032_a_at	0.408	0.249	-1.18	-6.188643	-0.0687	AK297464.1		GPR85	
11742624_at	0.408	0.249	1.18	-6.188682	0.0671	NM_054106.1		OR5AC2	
11743216_at	0.409	0.249	1.18	-6.189155	0.0783	NM_001004461.1		OR10A6	
11726506_at	0.409	0.249	1.18	-6.189774	0.0569	AK293817.1		FUT9	
11742362_at	0.409	0.25	1.18	-6.190221	0.0741	BC137044.1		OR6V1	
11724543_s_at	0.409	0.25	1.18	-6.19036	0.0823	NM_032136.4		TKTL2	
11742159_at	0.409	0.25	1.18	-6.19071	0.0679	NM_017504.1		OR2M4	
11726648_a_at	0.41	0.25	-1.17	-6.192916	-0.172	AF106862.1		ZHX1	
11733700_at	0.411	0.251	-1.17	-6.194873	-0.0704	NM_001128600.1		LCE6A	
11742563_at	0.411	0.251	-1.17	-6.195854	-0.0735	NM_001005280.1		OR10A7	
11752990_a_at	0.412	0.252	-1.17	-6.197515	-0.0565	AK294236.1		SERTM1	
11738652_at	0.413	0.253	-1.17	-6.199245	-0.0643	NM_001085455.1		KRTAP24-1	
11731333_a_at	0.414	0.254	1.17	-6.202204	0.0656	AK292223.1		GPR55	
11732771_x_at	0.415	0.255	1.16	-6.20583	0.186	NM_207305.3		FOXD4	
11736863_a_at	0.416	0.256	1.16	-6.207541	0.0921	NM_001014764.1		EMC6	
11730653_at	0.417	0.256	-1.16	-6.208797	-0.0822	AK291344.1		C15orf62	
11715290_s_at	0.417	0.256	-1.16	-6.209623	-0.229		171541813.0	CLDN3	
11754402_a_at	0.418	0.257	1.16	-6.211322	0.205	AK056666.1		ZNF488	
11720499_at	0.418	0.257	-1.16	-6.211877	-0.271	BC019270.1		CDC42EP3	
11731691_at	0.418	0.258	1.16	-6.21338	0.112	NM_152517.2		TTC30B	
11735426_at	0.419	0.258	-1.15	-6.215374	-0.0636	BC096835.1		MRGPRX1	
11751349_a_at	0.42	0.259	-1.15	-6.216207	-0.125	AK297516.1		ZNF345	
11715121_s_at	0.421	0.259	1.15	-6.218411	0.0673		19743828.0	HIST1H3A	
11755658_x_at	0.421	0.26	-1.15	-6.219851	-0.126	AK131271.1		ZNF594	
11758410_s_at	0.422	0.26	1.15	-6.221278	0.0582	DB330059		SMCO3	
11731913_at	0.422	0.261	-1.15	-6.221593	-0.0586	NM_005288.3		GPR12	
11735908_a_at	0.422	0.261	-1.15	-6.221916	-0.0712	BC101162.1		KRTAP4-12	
11725258_s_at	0.423	0.261	1.15	-6.222904	0.175	NM_007197.2		FZD10	
11758399_s_at	0.423	0.262	-1.15	-6.224315	-0.088	CO919204		LPAR4	
11738676_at	0.424	0.262	1.14	-6.226007	0.0822	BC137023.1		OR6K2	
11742389_at	0.425	0.263	-1.14	-6.22884	-0.0767	NM_001002905.1		OR8G1	
11733922_s_at	0.426	0.264	1.14	-6.231438	0.0558	AK289592.1		GJB6	
11754577_s_at	0.426	0.264	1.14	-6.231797	0.0745	DB305634		ANKRD34C	
11735850_at	0.427	0.264	1.14	-6.232139	0.0762	NM_054032.2		MRGPRX4	
11716629_at	0.427	0.264	1.14	-6.232204	0.196	NM_016545.4		IER5	
11740798_at	0.427	0.265	-1.14	-6.233213	-0.0926	BC130305.1		SUMO4	
11738705_at	0.428	0.265	-1.14	-6.234631	-0.0768	BC136942.1		OR4K2	
11722351_at	0.428	0.265	-1.14	-6.234632	-0.138	NM_032102.2		SRSF8	
11738731_at	0.428	0.265	1.14	-6.234887	0.0934	BC137025.1		OR10J5	
11735775_at	0.428	0.266	-1.14	-6.235491	-0.217	NM_003541.2		HIST1H4K	
11738358_at	0.429	0.266	1.13	-6.236842	0.0573	NM_001134657.1		PRR23C	
11729023_at	0.429	0.266	-1.13	-6.237627	-0.109	NM_002234.2		KCNA5	
11745808_a_at	0.429	0.266	1.13	-6.237794	0.221	BX378160		KIAA0040	
11738377_at	0.43	0.268	1.13	-6.241374	0.0548	BC074936.2		IFNA2	
11722291_s_at	0.43	0.268	-1.13	-6.241385	-0.175	AI745225		ZBTB43	
11736586_at	0.431	0.268	-1.13	-6.242505	-0.0433	NM_198404.2		KCTD4	
11763139_at	0.431	0.268	1.13	-6.242861	0.052	AB096950.1		KRTAP22-2	
11743337_at	0.431	0.268	-1.13	-6.242872	-0.111	AK074672.1		PLPP6	
11738653_at	0.431	0.269	1.13	-6.244376	0.0895	AB096935.1		KRTAP24-1	
11738577_at	0.432	0.269	1.13	-6.244681	0.0732	BC137181.1		OR2B11	
11715145_s_at	0.432	0.27	1.13	-6.245999	0.0604		31791013.0	KRTAP20-2	
11728066_at	0.433	0.27	-1.12	-6.248218	-0.0667	AK291371.1		PTGDR2	
11742614_at	0.433	0.271	1.12	-6.249017	0.0576	NM_001004701.2		OR4C16	
11757522_s_at	0.434	0.271	-1.12	-6.250692	-0.158	AI636871		C6orf47	
11743223_at	0.435	0.272	1.12	-6.252085	0.0635	NM_001053.1		SSTR5	
11738581_at	0.435	0.272	1.12	-6.25331	0.0607	BC136950.1		OR8D1	
11728993_at	0.435	0.273	1.12	-6.254187	0.0731	NM_031290.2		CCDC70	
11731311_at	0.438	0.275	1.11	-6.259187	0.0949	NM_031947.2		SLC25A2	
11738299_at	0.438	0.275	1.11	-6.261033	0.0717	BC101697.1		HUS1B	
11738693_at	0.439	0.275	-1.11	-6.261452	-0.0548	BC136952.1		OR13C3	
11741497_a_at	0.439	0.276	1.11	-6.262751	0.205	AK316104.1		PNMA5	
11735983_at	0.439	0.276	1.11	-6.26281	0.0701	NM_013938.1		OR10H3	
11733939_at	0.439	0.276	-1.11	-6.263151	-0.0518	NM_001143909.1		RPEL1	
11731203_a_at	0.44	0.277	-1.11	-6.26444	-0.116	NM_145034.2		TOR1AIP2	
11759278_at	0.44	0.277	1.11	-6.264817	0.112	BC136961.1		OR2T2	
11737883_a_at	0.441	0.278	1.11	-6.26785	0.0761	NM_021048.3		MAGEA10	
11742515_at	0.441	0.278	1.11	-6.268156	0.0716	NM_001004759.1		OR51T1	
11735524_at	0.442	0.278	-1.11	-6.268636	-0.0762	NM_001013657.2		GDPGP1	
11764034_at	0.442	0.278	-1.1	-6.269102	-0.0982	BP394573		LOC728392	
11740897_a_at	0.442	0.279	1.1	-6.270294	0.0655	NM_080701.3		TREX2	
11745038_s_at	0.443	0.279	-1.1	-6.270684	-0.0716	AB074890.1		FRAT1	
11735684_at	0.443	0.28	-1.1	-6.272422	-0.0933	NM_001145115.1		PPP1R3G	
11739777_at	0.444	0.28	-1.1	-6.273064	-0.0668	BC022570.1		FNDC9	
11734343_at	0.445	0.281	1.1	-6.275426	0.0624	BC096068.1		P2RY4	
11742230_x_at	0.445	0.281	1.1	-6.275946	0.0678	NM_001136234.1		SUPT20HL1	
11723841_a_at	0.446	0.282	1.1	-6.277416	0.0858	CB138601		RMI1	
11737619_at	0.446	0.282	-1.1	-6.278263	-0.0586	BC132796.1		RFPL4B	
11730343_a_at	0.446	0.282	1.1	-6.279108	0.0669	NM_032037.2		TSSK6	
11742349_at	0.447	0.283	1.09	-6.281613	0.0683	BC140738.1		OR4A47	
11726939_at	0.448	0.284	-1.09	-6.284296	-0.0563	NM_019066.3		MAGEL2	
11742556_x_at	0.45	0.286	1.09	-6.286991	0.0593	NM_001001956.1		OR13C9	
11716768_a_at	0.451	0.287	1.08	-6.290636	0.132	NM_013444.2		UBQLN2	
11733957_x_at	0.452	0.288	1.08	-6.291747	0.0498	NM_001014450.1		SPRR2F	
11737118_a_at	0.454	0.289	1.08	-6.296474	0.0696	AK290105.1		PABPC5	
11759465_s_at	0.455	0.29	1.08	-6.298513	0.0745	NM_201589.2		MAFA	
11741081_a_at	0.456	0.291	-1.08	-6.300284	-0.0608	BC136263.1		HTR1A	
11742344_at	0.456	0.291	-1.08	-6.300755	-0.0551	BC151145.1		OR4K1	
11725843_at	0.457	0.292	-1.07	-6.301771	-0.0593	NM_178483.2		SCP2D1	
11738729_at	0.457	0.292	1.07	-6.302002	0.0584	BC136982.1		OR5M3	
11725145_a_at	0.458	0.292	-1.07	-6.303639	-0.137	NM_024039.1		MIS12	
11741894_x_at	0.458	0.293	1.07	-6.304118	0.059	NM_080750.2		DPH3P1	
11744897_s_at	0.458	0.293	1.07	-6.304542	0.318	BC005194.1		ARMCX3	
11742350_at	0.458	0.293	-1.07	-6.304831	-0.0986	BC136998.1		OR52H1	
11738862_at	0.458	0.293	1.07	-6.305721	0.0718	NM_032602.1		GJA10	
11733605_a_at	0.458	0.293	-1.07	-6.305844	-0.0511	NM_198085.1		RNF148	
11733478_at	0.46	0.295	-1.07	-6.308791	-0.0504	NM_175747.2		OLIG3	
11736691_at	0.46	0.295	-1.07	-6.308917	-0.0679	BC044814.1		CCDC89	
11738681_at	0.46	0.295	1.07	-6.309348	0.0614	BC136843.1		OR13C5	
11731799_at	0.462	0.296	-1.06	-6.312927	-0.0792	NM_053049.2		UCN3	
11739776_at	0.462	0.296	1.06	-6.313192	0.0633	AK289701.1		FNDC9	
11737024_s_at	0.462	0.297	1.06	-6.313643	0.0513	NM_000794.3		DRD1	
11717193_a_at	0.462	0.297	1.06	-6.313687	0.0743	NM_001134693.1		OST4	
11746852_s_at	0.462	0.297	-1.06	-6.313851	-0.0557	AK316160.1		PCDHB12	
11738721_at	0.462	0.297	1.06	-6.314276	0.0799	BC136912.1		OR51M1	
11742366_at	0.464	0.298	1.06	-6.317608	0.095	NM_001004472.1		OR10R2	
11733705_at	0.464	0.299	-1.06	-6.318338	-0.279	NM_001136002.1		TMEM229A	
11742573_at	0.465	0.299	-1.06	-6.319259	-0.0789	NM_001001967.1		OR5D13	
11737997_x_at	0.465	0.299	1.06	-6.319465	0.138	NM_030891.3		LRRC3	
11725938_at	0.466	0.301	1.05	-6.322717	0.0726	AB076889.1		DIRAS2	
11730481_a_at	0.466	0.301	1.05	-6.322958	0.0654	NM_001110219.2		GJB6	
11743793_a_at	0.468	0.302	1.05	-6.32558	0.0649	AK097608.1		ZNF280B	
11742629_s_at	0.468	0.303	1.05	-6.327337	0.0712	NM_001004707.3		OR4D2	
11763243_x_at	0.469	0.303	1.05	-6.328164	0.101	CR542179.1		G0S2	
11729441_at	0.47	0.304	-1.05	-6.330741	-0.057	NM_018039.2		KDM4D	
11741704_x_at	0.47	0.304	-1.05	-6.331036	-0.129	NM_003526.2		HIST1H2BC	
11742329_at	0.471	0.305	-1.04	-6.332939	-0.07	BC140717.1		OR51D1	
11731135_a_at	0.471	0.305	-1.04	-6.333044	-0.0895	NM_181657.2		LTB4R	
11740185_at	0.472	0.306	1.04	-6.334495	0.0673	U24056.1		KCNJ4	
11731115_at	0.473	0.306	1.04	-6.336049	0.0783	NM_178525.3		ACTL9	
11758782_at	0.473	0.307	-1.04	-6.33767	-0.0557	Z39675		KLHL9	
11759269_x_at	0.473	0.307	-1.04	-6.337742	-0.052	BC074982.2		KRTAP9-8	
11742332_at	0.474	0.307	1.04	-6.337812	0.0706	BC136905.1		OR14J1	
11742176_s_at	0.475	0.309	1.04	-6.340765	0.0599	BC106720.2		HIST1H2BO	
11718397_s_at	0.475	0.309	-1.04	-6.340835	-0.216	AW008290		JUN	
11717631_s_at	0.475	0.309	-1.04	-6.340859	-0.119	BC039133.2		KLHL9	
11742360_at	0.475	0.309	1.04	-6.341526	0.0636	BC136991.1		OR5A2	
11734083_at	0.475	0.309	1.04	-6.341611	0.062	BC119656.1		PDHA2	
11719168_at	0.475	0.309	-1.04	-6.341936	-0.147	NM_022151.4		MOAP1	
11741886_a_at	0.476	0.309	1.03	-6.342883	0.0432	NM_203408.2		FAM47A	
11738500_at	0.476	0.31	1.03	-6.343133	0.0746	BC130393.1		OR8B8	
11735909_at	0.477	0.311	1.03	-6.346655	0.0672	NM_013939.2		OR10H2	
11746053_x_at	0.478	0.312	1.03	-6.348849	0.121	BC150590.1		LOC100996720	
11734649_x_at	0.479	0.312	1.03	-6.349047	0.0577	NM_001136561.1		HNRNPCL2	
11719619_at	0.479	0.312	1.03	-6.34939	0.158	NM_003492.2		TMEM187	
11748661_a_at	0.479	0.313	1.03	-6.351034	0.0692	AK301550.1		KCNJ11	
11759219_at	0.48	0.313	1.03	-6.351399	0.101	BC034487.2		HIST1H2AK	
11744744_a_at	0.48	0.313	-1.03	-6.351663	-0.0601	AK290024.1		SLITRK3	
11742566_at	0.48	0.314	1.03	-6.351965	0.0791	NM_206880.1		OR2V2	
11746301_s_at	0.48	0.314	1.03	-6.352526	0.068	AB032558.1		LTB4R2	
11745644_at	0.483	0.317	1.02	-6.358658	0.0594	BC136882.1		C8orf49	
11742322_at	0.484	0.317	1.02	-6.359246	0.0536	BC136816.1		OR2AK2	
11727218_at	0.484	0.317	1.02	-6.359481	0.0467	NM_053006.4		TSSK2	
11732981_at	0.484	0.317	1.02	-6.35977	0.0786	NM_031907.1		USP26	
11717576_a_at	0.484	0.317	1.02	-6.359902	0.171	NM_006142.3		SFN	
11756387_x_at	0.484	0.317	-1.02	-6.35992	-0.157	CR614654.1		ARL4A	
11734797_x_at	0.484	0.318	-1.02	-6.360696	-0.337	NM_003518.3		HIST1H2BG	
11735879_at	0.485	0.318	1.02	-6.362052	0.0464	NM_080606.3		BHLHE23	
11735183_at	0.485	0.318	1.02	-6.362249	0.244	NM_005306.2		FFAR2	
11738742_at	0.486	0.319	1.01	-6.364099	0.0582	BC136959.1		OR2AT4	
11742527_at	0.486	0.319	1.01	-6.364184	0.0519	NM_001001968.1		OR6S1	
11723137_at	0.487	0.32	-1.01	-6.365848	-0.0824	NM_206833.3		CTXN1	
11740594_s_at	0.488	0.321	-1.01	-6.367993	-0.0871	NM_003532.2		HIST1H3E	
11725146_a_at	0.489	0.322	-1.01	-6.369761	-0.104	CR533460.1		MIS12	
11738966_at	0.489	0.322	1.01	-6.370664	0.057	NM_001128598.1		KRTAP25-1	
11733003_a_at	0.489	0.322	1.01	-6.371107	0.172	BC028221.1		CXCR1	
11715131_s_at	0.491	0.324	-1.0	-6.373774	-0.0632		31791019.0	KRTAP20-1	
11742777_at	0.492	0.325	-1.0	-6.375585	-0.0825	BT007002.1		TBCC	
11738722_at	0.492	0.325	1.0	-6.37563	0.0692	BC136855.1		OR6X1	
11726325_at	0.492	0.325	1.0	-6.376848	0.0687	NM_016249.2		MAGEC2	
11736572_at	0.492	0.326	1.0	-6.377474	0.0601	NM_030953.2		TIGD6	
11736413_a_at	0.493	0.327	0.998	-6.379527	0.188	DB357529		NHLH2	
11738968_at	0.493	0.327	0.998	-6.379842	0.0636	NM_001099219.1		KRTAP19-8	
11754180_s_at	0.494	0.327	-0.996	-6.381374	-0.103	DQ323996.1		SPRR1A	
11732984_at	0.494	0.328	-0.996	-6.381726	-0.048	NM_031894.1		FTHL17	
11728911_at	0.495	0.328	0.995	-6.382393	0.0596	U34051.1		CDK5R2	
11735468_at	0.495	0.328	0.995	-6.383143	0.0703	NM_005912.2		MC4R	
11736412_s_at	0.495	0.328	0.994	-6.383388	0.0564	BC096359.3		NHLH2	
11738567_at	0.495	0.328	-0.994	-6.38356	-0.0449	BC136700.1		OR5C1	
11733315_a_at	0.495	0.328	-0.994	-6.383577	-0.0555	BC113445.1		AMER3	
11715204_x_at	0.496	0.329	-0.994	-6.383884	-0.0827		27436923.0	HIST2H2AC	
11729563_a_at	0.496	0.33	-0.992	-6.385833	-0.0552	NM_052953.2		LRRC3B	
11736557_s_at	0.497	0.33	0.991	-6.386255	0.066	BM919424		TMEM121	
11731669_at	0.497	0.33	-0.991	-6.387014	-0.229	NM_003608.2		GPR65	
11730064_at	0.498	0.331	-0.989	-6.388225	-0.0501	NM_032594.3		INSM2	
11734348_at	0.499	0.332	-0.987	-6.390276	-0.0566	NM_006161.2		NEUROG1	
11736753_at	0.5	0.333	0.986	-6.392032	0.0626	NM_018933.2		PCDHB13	
11762483_at	0.5	0.333	0.985	-6.39259	0.0521	AF251050.2		TIGD7	
11725345_at	0.501	0.334	0.983	-6.394403	0.231	BC073866.1		PRMT6	
11762440_at	0.502	0.335	-0.982	-6.395972	-0.0534	BC045113.1		LRRTM1	
11721503_a_at	0.502	0.335	0.981	-6.39656	0.0874	NM_017436.4		A4GALT	
11724749_at	0.503	0.336	0.979	-6.398677	0.0832	NM_016564.3		CEND1	
11759102_at	0.504	0.336	0.978	-6.399771	0.156	BQ045479		UBXN10	
11737739_at	0.504	0.337	0.977	-6.399925	0.0672	NM_018971.1		GPR27	
11742365_at	0.505	0.337	-0.976	-6.401343	-0.0745	BC151148.1		OR51I1	
11718396_x_at	0.505	0.337	-0.976	-6.401378	-0.219	BC006175.1		JUN	
11740271_at	0.505	0.337	-0.976	-6.401736	-0.134	BC109122.2		MAP10	
11733377_at	0.506	0.339	0.973	-6.403829	0.0608	NM_001029955.3		DCAF4L1	
11732959_a_at	0.507	0.339	0.972	-6.405359	0.0803	NM_005416.2		SPRR3	
11733268_at	0.507	0.34	0.971	-6.405952	0.0657	AK299808.1		PIRT	
11738964_at	0.507	0.34	0.971	-6.406576	0.0604	NM_012404.2		ANP32D	
11744371_s_at	0.508	0.34	0.97	-6.40741	0.17	AB000712.1		CLDN4	
11738743_at	0.508	0.341	0.969	-6.408197	0.054	BC136909.1		OR8H1	
11736885_at	0.509	0.342	-0.967	-6.410154	-0.0503	NM_020144.4		PAPOLB	
11737593_at	0.509	0.342	-0.967	-6.410251	-0.1	NM_001126049.1		KLLN	
11743242_at	0.51	0.343	-0.965	-6.412119	-0.0526	NM_006189.1		OMP	
11728131_at	0.51	0.343	0.965	-6.41224	0.0939	NM_175876.3		EXOC8	
11738783_at	0.511	0.343	0.963	-6.413481	0.0506	NM_003531.2		HIST1H3C	
11730680_at	0.512	0.344	0.961	-6.415349	0.0654	NM_019888.3		MC3R	
11741703_at	0.512	0.345	0.961	-6.415903	0.0595	BC130350.1		HIST1H1T	
11738406_x_at	0.513	0.346	-0.959	-6.41744	-0.103	BC105069.1		KRTAP1-1	
11715202_s_at	0.514	0.347	0.957	-6.419535	0.221		55749396.0	TCEAL1	
11742114_at	0.514	0.347	0.957	-6.419654	0.0773	NM_017506.1		OR7A5	
11738675_at	0.515	0.347	0.956	-6.420286	0.0626	BC137305.1		OR5AU1	
11738353_s_at	0.516	0.348	0.954	-6.421957	0.115	NM_001001480.2		KRTAP5-5	
11753236_a_at	0.516	0.348	-0.954	-6.422023	-0.0658	U58828.1		GPER1	
11742383_x_at	0.516	0.348	-0.954	-6.422564	-0.0446	NM_001005338.1		OR5H1	
11735427_x_at	0.516	0.349	-0.953	-6.423379	-0.0545	BC096835.1		MRGPRX1	
11734339_at	0.517	0.35	-0.951	-6.425391	-0.0852	NM_002699.3		POU3F1	
11716989_s_at	0.518	0.35	-0.951	-6.425542	-0.107	AL577093		PNRC2	
11734877_s_at	0.518	0.35	0.949	-6.426928	0.0667	DB241173		TMEM30B	
11753499_a_at	0.518	0.351	0.949	-6.426957	0.0645	AB052868.1		KRTAP1-1	
11758168_s_at	0.518	0.351	0.949	-6.427298	0.111	AW248531		MAGEF1	
11716780_s_at	0.519	0.351	0.948	-6.428014	0.163	NM_001305.3		CLDN4	
11741922_at	0.519	0.352	-0.947	-6.428931	-0.0501	NM_178429.2		LCE2C	
11739441_at	0.52	0.353	0.945	-6.430938	0.0425	NM_175884.3		CCDC71L	
11758304_s_at	0.521	0.353	0.945	-6.431243	0.133	CN404843		PNRC2	
11752983_a_at	0.521	0.353	-0.944	-6.431377	-0.0568	BC128536.1		GPR68	
11738718_at	0.521	0.354	0.943	-6.432703	0.0452	BC136724.1		OR5K2	
11738734_at	0.522	0.354	0.943	-6.433098	0.062	BC137063.1		OR51A7	
