ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8180352	0.5039974	0.336	-1.0041895	-6.3521	-0.26205036	MRGPRX3	MAS related GPR family member X3
8039269	0.5042164	0.336	-1.0038082	-6.35247	-0.16186343	LENG9	leukocyte receptor cluster member 9
8053025	0.5051151	0.337	1.0016891	-6.35457	0.16387229	NAT8	N-acetyltransferase 8 (putative)
7940851	0.5051151	0.337	-1.0016611	-6.3546	-0.1334855	FLRT1	fibronectin leucine rich transmembrane protein 1
8039273	0.5067657	0.338	-0.9985323	-6.35769	-0.15867475	CDC42EP5	CDC42 effector protein 5
7948316	0.5084447	0.34	-0.9940767	-6.36209	-0.10591761	OR10W1	olfactory receptor family 10 subfamily W member 1
7944795	0.5100484	0.342	-0.9911041	-6.36501	-0.47885118	OR4D5	olfactory receptor family 4 subfamily D member 5
7946071	0.5114299	0.343	-0.9883416	-6.36771	-0.13973039	OR51B5	olfactory receptor family 51 subfamily B member 5
8068151	0.5119026	0.344	-0.987404	-6.36863	-0.11880086	KRTAP22-1	keratin associated protein 22-1
8165492	0.5125842	0.344	-0.9858748	-6.37012	-0.14916739	RNF208	ring finger protein 208
8165637	0.5125842	0.344	-0.9858748	-6.37012	-0.14916739	RNF208	ring finger protein 208
8148655	0.5133938	0.345	-0.9840313	-6.37192	-0.17087661	TIGD5	tigger transposable element derived 5
8069876	0.5135839	0.345	0.9835534	-6.37239	0.56014618	KRTAP19-8	keratin associated protein 19-8
7955981	0.5142026	0.346	0.9815984	-6.37429	0.12611886	OR9K2	olfactory receptor family 9 subfamily K member 2
8166613	0.5142026	0.346	-0.981509	-6.37438	-0.27990968	MAGEB3	MAGE family member B3
8069808	0.5166886	0.349	-0.9763305	-6.37941	-0.12927614	KRTAP27-1	keratin associated protein 27-1
8002523	0.5173854	0.35	-0.9747847	-6.38091	-0.21461739	CMTR2	cap methyltransferase 2
7905092	0.5186599	0.351	-0.9724854	-6.38313	-0.17866161	BOLA1	bolA family member 1
8035445	0.5190558	0.351	-0.9715776	-6.384	-0.25516161	JUND	JunD proto-oncogene, AP-1 transcription factor subunit
8002882	0.5190558	0.351	0.9715384	-6.38404	0.26808036	CHST6	carbohydrate sulfotransferase 6
8166797	0.5191266	0.351	-0.9713439	-6.38423	-0.32318743	MID1IP1	MID1 interacting protein 1
7925755	0.519949	0.352	-0.9697431	-6.38577	-0.10575664	OR2T11	olfactory receptor family 2 subfamily T member 11 (gene/pseudogene)
7961298	0.5202111	0.352	0.969287	-6.38621	0.09819129	TAS2R42	taste 2 receptor member 42
7948046	0.5204711	0.352	-0.9687752	-6.38671	-0.12569175	OR4C13	olfactory receptor family 4 subfamily C member 13
7899284	0.5212657	0.353	-0.9671934	-6.38823	-0.21012529	TRNP1	TMF1-regulated nuclear protein 1
8105323	0.5222172	0.354	-0.9652277	-6.39011	-0.16851932	HSPB3	heat shock protein family B (small) member 3
8136975	0.52377	0.356	-0.962056	-6.39315	-0.12802225	OR2A14	olfactory receptor family 2 subfamily A member 14
8157686	0.5239785	0.356	-0.9616638	-6.39353	-0.13487232	OR1L4	olfactory receptor family 1 subfamily L member 4
7901913	0.524232	0.356	0.9612085	-6.39396	0.21626375	FOXD3	forkhead box D3
8094372	0.5256019	0.358	0.9580023	-6.39702	0.37880143	SOD3	superoxide dismutase 3, extracellular
7970439	0.526148	0.358	0.956551	-6.39841	0.15657714	GJA3	gap junction protein alpha 3
8076292	0.526436	0.359	0.95595	-6.39898	0.15731089	DNAJB7	DnaJ heat shock protein family (Hsp40) member B7
8117372	0.5266802	0.359	-0.9554435	-6.39946	-0.19020211	HIST1H2AC	histone cluster 1, H2ac
8123176	0.5273326	0.359	-0.9541285	-6.40071	-0.21516693	MAS1	MAS1 proto-oncogene, G protein-coupled receptor
7945536	0.5293425	0.362	-0.9498995	-6.40472	-0.16756221	CEND1	cell cycle exit and neuronal differentiation 1
8084165	0.529554	0.362	-0.949255	-6.40533	-0.65840807	SOX2	SRY-box 2
7946853	0.5299665	0.362	-0.9482002	-6.40633	-0.10051893	KCNJ11	potassium voltage-gated channel subfamily J member 11
7973296	0.5303429	0.363	-0.9473341	-6.40715	-0.11412561	OR4E2	olfactory receptor family 4 subfamily E member 2
8148263	0.5303916	0.363	-0.9472146	-6.40726	-0.147457	TRMT12	tRNA methyltransferase 12 homolog
8068583	0.5303916	0.363	-0.9472006	-6.40727	-0.53328511	KCNJ15	potassium voltage-gated channel subfamily J member 15
8125201	0.5311236	0.364	0.9456764	-6.40871	0.14163693	ZBTB12	zinc finger and BTB domain containing 12
8178683	0.5311236	0.364	0.9456764	-6.40871	0.14163693	ZBTB12	zinc finger and BTB domain containing 12
7914184	0.5312607	0.364	0.9452508	-6.40911	0.16457036	PTAFR	platelet activating factor receptor
8169947	0.5317242	0.364	-0.9441283	-6.41017	-0.11569832	OR13H1	olfactory receptor family 13 subfamily H member 1
7939969	0.5324404	0.365	-0.9425406	-6.41166	-0.09968561	OR8H3	olfactory receptor family 8 subfamily H member 3
7920077	0.533274	0.366	-0.9406914	-6.4134	-0.1216905	LINGO4	leucine rich repeat and Ig domain containing 4
7973149	0.5345165	0.367	-0.9380773	-6.41585	-0.12319336	RNASE7	ribonuclease A family member 7
8117402	0.5351366	0.368	0.9368217	-6.41703	0.1196165	HIST1H4E	histone cluster 1, H4e
7921526	0.5363066	0.369	-0.9347227	-6.41899	-0.125355	PIGM	phosphatidylinositol glycan anchor biosynthesis class M
7973303	0.5372044	0.37	-0.9329698	-6.42062	-0.10012629	OR6C4	olfactory receptor family 6 subfamily C member 4
8167654	0.5374786	0.37	-0.9325186	-6.42104	-0.283128	GSPT2	G1 to S phase transition 2
8131069	0.5376953	0.37	-0.932087	-6.42144	-0.16944693	GPER1	G protein-coupled estrogen receptor 1
7905528	0.5386375	0.371	0.9300619	-6.42333	0.12776711	LCE1A	late cornified envelope 1A
7939940	0.5386375	0.371	-0.930039	-6.42335	-0.12523107	OR5D13	olfactory receptor family 5 subfamily D member 13 (gene/pseudogene)
7945657	0.5389868	0.372	-0.9293155	-6.42402	-0.16033182	KRTAP5-4	keratin associated protein 5-4
8157681	0.5399779	0.373	0.9270799	-6.4261	0.09177757	OR1L1	olfactory receptor family 1 subfamily L member 1
7939967	0.5432451	0.376	-0.9204382	-6.43223	-0.18187679	OR8H2	olfactory receptor family 8 subfamily H member 2
8162938	0.543921	0.377	-0.9186721	-6.43386	-0.12892793	OR13C9	olfactory receptor family 13 subfamily C member 9
8070780	0.5439406	0.377	0.9185892	-6.43394	0.17014275	KRTAP10-3	keratin associated protein 10-3
8117165	0.5439406	0.377	0.9185473	-6.43397	0.11899479	SOX4	SRY-box 4
7919340	0.545959	0.379	0.9144598	-6.43773	0.53484668	GJA5	gap junction protein alpha 5
8043468	0.5464345	0.38	-0.913479	-6.43862	-0.33647946	IGKC	immunoglobulin kappa constant
8060080	0.5464656	0.38	0.9132408	-6.43884	0.10598479	OR6B2	olfactory receptor family 6 subfamily B member 2
7952406	0.5479569	0.381	-0.9097231	-6.44205	-0.12923582	OR8B12	olfactory receptor family 8 subfamily B member 12
7911269	0.5480002	0.382	-0.9095334	-6.44223	-0.10262775	OR2M4	olfactory receptor family 2 subfamily M member 4
8117572	0.5481357	0.382	0.9091517	-6.44258	0.18546746	ZNF391	zinc finger protein 391
7921427	0.5493811	0.383	-0.9068539	-6.44467	-0.09462732	OR6N1	olfactory receptor family 6 subfamily N member 1
8116591	0.5495707	0.383	-0.9061207	-6.44533	-0.14560689	FOXC1	forkhead box C1
8090817	0.550511	0.385	-0.9037086	-6.44752	-0.14903496	C3orf36	chromosome 3 open reading frame 36
8101207	0.5505373	0.385	0.90364	-6.44759	0.09329993	SOWAHB	sosondowah ankyrin repeat domain family member B
8043431	0.551628	0.386	-0.9010707	-6.44991	-0.43043757	IGKC	immunoglobulin kappa constant
8097938	0.5518225	0.386	-0.9006879	-6.45026	-0.24025896	NPY2R	neuropeptide Y receptor Y2
8066266	0.552594	0.387	-0.8991939	-6.45161	-0.21423479	MAFB	MAF bZIP transcription factor B
7937944	0.5541959	0.388	-0.8962532	-6.45426	-0.11336396	OR52M1	olfactory receptor family 52 subfamily M member 1
7952402	0.5556495	0.39	-0.8934536	-6.45678	-0.12460261	OR8B4	olfactory receptor family 8 subfamily B member 4 (gene/pseudogene)
8162669	0.5557496	0.39	-0.8931544	-6.45704	-0.31820557	ZNF322	zinc finger protein 322
7966122	0.5563522	0.391	-0.8915517	-6.45848	-0.19735868	TMEM119	transmembrane protein 119
7929988	0.5566744	0.391	-0.8909493	-6.45902	-0.17637829	HPS6	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3
7945652	0.5570985	0.391	-0.8901986	-6.45969	-0.12200886	KRTAP5-3	keratin associated protein 5-3
7945781	0.5584207	0.393	-0.8873983	-6.4622	-0.13290686	PHLDA2	pleckstrin homology like domain family A member 2
7967322	0.558664	0.393	-0.8869111	-6.46263	-0.19989739	HCAR3	hydroxycarboxylic acid receptor 3
7905349	0.5586775	0.393	-0.8867886	-6.46274	-0.136373	TNFAIP8L2	TNF alpha induced protein 8 like 2
7921360	0.5598968	0.394	-0.8844807	-6.4648	-0.14645129	OR6Y1	olfactory receptor family 6 subfamily Y member 1
8166999	0.5612593	0.396	-0.8818261	-6.46716	-0.23828336	CHST7	carbohydrate sulfotransferase 7
7938746	0.5619716	0.397	-0.8802942	-6.46851	-0.24556018	MRGPRX4	MAS related GPR family member X4
8074845	0.5634861	0.398	0.8774275	-6.47105	0.641481	ZNF280B	zinc finger protein 280B
7942267	0.563982	0.399	0.8762348	-6.4721	0.13181832	KRTAP5-10	keratin associated protein 5-10
7902883	0.5642267	0.399	-0.8758057	-6.47248	-0.34219057	LRRC8D	leucine rich repeat containing 8 family member D
8170007	0.5660073	0.401	-0.8716735	-6.47612	-0.40775232	SMIM10	small integral membrane protein 10
8157090	0.5663017	0.401	-0.871026	-6.47669	-0.11216789	TAL2	TAL bHLH transcription factor 2
7933219	0.5671738	0.402	-0.8693661	-6.47815	-0.11013264	OR13A1	olfactory receptor family 13 subfamily A member 1
7973093	0.5686819	0.404	-0.8663058	-6.48083	-1.48256771	EDDM3A	epididymal protein 3A
8043474	0.5706322	0.406	-0.8622147	-6.48439	-0.43782714	IGKC	immunoglobulin kappa constant
7905525	0.5754335	0.411	-0.8526106	-6.49271	-0.12110143	LCE1B	late cornified envelope 1B
8016387	0.5754631	0.411	0.8524643	-6.49284	0.39792889	PRR15L	proline rich 15 like
8065353	0.5762042	0.412	0.8506681	-6.49438	0.25340132	THBD	thrombomodulin
7953278	0.5782075	0.414	-0.8465564	-6.49791	-0.10821993	KCNA5	potassium voltage-gated channel subfamily A member 5
8121152	0.578769	0.415	-0.845221	-6.49905	-0.12165736	FUT9	fucosyltransferase 9
7955983	0.5789496	0.415	-0.8448497	-6.49937	-0.08848696	OR10A7	olfactory receptor family 10 subfamily A member 7
8104781	0.5803318	0.417	-0.8418999	-6.50189	-0.11572679	RXFP3	relaxin/insulin like family peptide receptor 3
8161164	0.5803318	0.417	-0.8418827	-6.5019	-0.10216143	OR13J1	olfactory receptor family 13 subfamily J member 1
8151092	0.5803318	0.417	0.8418662	-6.50192	0.11297486	CRH	corticotropin releasing hormone
7905510	0.5803878	0.417	-0.8416941	-6.50206	-0.11563139	LCE4A	late cornified envelope 4A
7952375	0.5815922	0.418	0.8390476	-6.50432	0.095882	OR6M1	olfactory receptor family 6 subfamily M member 1
8033734	0.5818685	0.419	0.8384518	-6.50482	0.10901004	OR7G2	olfactory receptor family 7 subfamily G member 2
8178287	0.5831772	0.42	0.8358305	-6.50704	0.08861404	OR5V1	olfactory receptor family 5 subfamily V member 1
7946332	0.583796	0.421	-0.8345841	-6.5081	-0.12020839	OR10A3	olfactory receptor family 10 subfamily A member 3
7930872	0.5852034	0.422	-0.8316236	-6.5106	-0.09969311	NANOS1	nanos C2HC-type zinc finger 1
7933075	0.5852034	0.422	0.8315471	-6.51066	0.29588207	FZD8	frizzled class receptor 8
7976858	0.5864408	0.424	-0.8280813	-6.51358	-0.21367179	DIO3	deiodinase, iodothyronine, type III
8114245	0.5879445	0.426	-0.8250249	-6.51614	-0.13060629	NEUROG1	neurogenin 1
8086457	0.5885309	0.427	-0.8237468	-6.51721	-0.19931904	CYP8B1	cytochrome P450 family 8 subfamily B member 1
7905483	0.5888012	0.427	-0.8231953	-6.51767	-0.14303425	LCE5A	late cornified envelope 5A
8074106	0.5899063	0.428	-0.8207894	-6.51968	-0.10286775	KLHDC7B	kelch domain containing 7B
8020354	0.5907054	0.429	0.8192762	-6.52094	0.102158	OR4K15	olfactory receptor family 4 subfamily K member 15
7940108	0.5915281	0.43	-0.8176285	-6.52231	-0.11792668	OR6Q1	olfactory receptor family 6 subfamily Q member 1 (gene/pseudogene)
7921422	0.592062	0.431	-0.8165719	-6.52318	-0.087741	OR6K3	olfactory receptor family 6 subfamily K member 3
8124531	0.5926159	0.431	0.8153851	-6.52417	0.34224446	HIST1H3I	histone cluster 1, H3i
7965040	0.5932814	0.432	-0.8140187	-6.5253	-0.15581736	PHLDA1	pleckstrin homology like domain family A member 1
7996341	0.5933414	0.432	-0.813907	-6.52539	-0.25507896	PDP2	pyruvate dehyrogenase phosphatase catalytic subunit 2
7969569	0.5934823	0.432	-0.8136045	-6.52564	-0.17086646	SLITRK5	SLIT and NTRK like family member 5
7939900	0.5948703	0.434	-0.8104348	-6.52826	-0.10136539	OR4C13	olfactory receptor family 4 subfamily C member 13
7955985	0.5985238	0.438	-0.8027258	-6.53458	-0.10198818	OR6C74	olfactory receptor family 6 subfamily C member 74
8079377	0.5987533	0.439	-0.8018802	-6.53527	-0.10208625	CXCR6	C-X-C motif chemokine receptor 6
7899093	0.5988782	0.439	-0.8015793	-6.53552	-0.13424761	FAM110D	family with sequence similarity 110 member D
8069804	0.6000049	0.44	0.7989413	-6.53767	0.11797868	KRTAP26-1	keratin associated protein 26-1
8034892	0.6016815	0.442	-0.7952687	-6.54065	-0.31190843	OR7A5	olfactory receptor family 7 subfamily A member 5
7955974	0.6024238	0.443	-0.7939368	-6.54173	-0.09921218	NEUROD4	neuronal differentiation 4
8170237	0.6028509	0.444	-0.7932784	-6.54226	-0.21400082	LOC389895	chromosome 16 open reading frame 72-like
8069827	0.6032831	0.444	-0.792484	-6.5429	-0.08582718	KRTAP19-2	keratin associated protein 19-2
8157698	0.6034902	0.444	-0.7921151	-6.5432	-0.15082411	OR1K1	olfactory receptor family 1 subfamily K member 1
7906597	0.6037837	0.445	-0.7915032	-6.54369	-0.10304375	NHLH1	nescient helix-loop-helix 1
8027480	0.6054654	0.446	0.788423	-6.54617	0.11705046	RGS9BP	regulator of G-protein signaling 9 binding protein
8069146	0.6071854	0.448	-0.784972	-6.54894	-0.10007629	KRTAP10-7	keratin associated protein 10-7
8068130	0.6077826	0.449	-0.7836389	-6.55001	-0.12061104	KRTAP13-1	keratin associated protein 13-1
8081208	0.6077826	0.449	-0.7836058	-6.55003	-0.07385021	OR5K3	olfactory receptor family 5 subfamily K member 3
8060334	0.6078247	0.449	0.7833587	-6.55023	0.11719736	SOX12	SRY-box 12
8069790	0.6079589	0.449	-0.78305	-6.55048	-0.09785396	CLDN17	claudin 17
7988077	0.608193	0.45	-0.7824883	-6.55093	-0.16797736	LCMT2	leucine carboxyl methyltransferase 2
8175802	0.6088048	0.45	-0.7813966	-6.5518	-0.12511546	TREX2	three prime repair exonuclease 2
8166565	0.6104287	0.452	0.7775593	-6.55485	0.10429971	MAGEB18	MAGE family member B18
8081202	0.6107945	0.453	-0.7767902	-6.55546	-0.15354761	OR5H6	olfactory receptor family 5 subfamily H member 6 (gene/pseudogene)
7973012	0.6123736	0.454	-0.7740689	-6.55761	-0.08148061	OR4K2	olfactory receptor family 4 subfamily K member 2
7946113	0.6129292	0.455	-0.7730979	-6.55838	-0.15425493	OR56A5	olfactory receptor family 56 subfamily A member 5
7939916	0.6154235	0.458	-0.7680035	-6.56239	-0.07281221	OR4A16	olfactory receptor family 4 subfamily A member 16
7908637	0.6156232	0.458	-0.7676142	-6.5627	-0.12039271	GPR25	G protein-coupled receptor 25
8048460	0.617436	0.46	0.7641905	-6.56538	0.12666975	CDK5R2	cyclin dependent kinase 5 regulatory subunit 2
7948377	0.6177161	0.46	-0.7637918	-6.56569	-0.10554289	OR5A2	olfactory receptor family 5 subfamily A member 2
8001037	0.6183985	0.461	-0.7625491	-6.56666	-0.11985379	PYDC1	pyrin domain containing 1
8136660	0.6193015	0.462	-0.7604703	-6.56828	-0.09938396	OR9A4	olfactory receptor family 9 subfamily A member 4
8087453	0.6205805	0.464	-0.7579933	-6.57021	-0.1972215	AMIGO3	adhesion molecule with Ig like domain 3
8174731	0.6207243	0.464	-0.7574591	-6.57062	-0.10207164	RNF113A	ring finger protein 113A
8036430	0.6217678	0.465	0.7554588	-6.57217	0.14365614	ZNF781	zinc finger protein 781
7910915	0.6226564	0.466	-0.7535729	-6.57363	-0.16005204	CHRM3	cholinergic receptor muscarinic 3
8124492	0.6229572	0.466	-0.752947	-6.57411	-0.32351661	HIST1H2BK	histone cluster 1, H2bk
8033064	0.6246172	0.468	-0.7495686	-6.57671	-0.13822918	FUT5	fucosyltransferase 5
8023593	0.6253131	0.469	-0.7482802	-6.5777	-0.09546925	MC4R	melanocortin 4 receptor
8079117	0.6257805	0.47	-0.7472946	-6.57845	-0.44852875	ACKR2	atypical chemokine receptor 2
8047062	0.6258138	0.47	0.7471225	-6.57858	0.1806255	C2orf88	chromosome 2 open reading frame 88
7948105	0.6265427	0.471	-0.7454935	-6.57983	-0.12744329	OR4C11	olfactory receptor family 4 subfamily C member 11
8060370	0.6281202	0.473	-0.7424531	-6.58215	-0.14528679	FAM110A	family with sequence similarity 110 member A
7992782	0.6305144	0.475	-0.7383688	-6.58525	-0.13189975	CLDN9	claudin 9
7911248	0.6305243	0.475	0.7382787	-6.58532	0.21377679	OR2L5	olfactory receptor family 2 subfamily L member 5
7939492	0.6314855	0.476	-0.7364314	-6.58672	-0.25832775	C11orf96	chromosome 11 open reading frame 96
8169657	0.6321503	0.477	-0.7352518	-6.58761	-0.18298625	SOWAHD	sosondowah ankyrin repeat domain family member D
8112198	0.6333042	0.478	0.7330549	-6.58926	0.09292475	ACTBL2	actin, beta like 2
7946023	0.6338494	0.479	0.7319951	-6.59006	0.28139632	OR52A5	olfactory receptor family 52 subfamily A member 5
8160816	0.6338494	0.479	0.7318382	-6.59018	0.16294525	ENHO	energy homeostasis associated
8043465	0.6349333	0.48	0.7298274	-6.59169	0.36790211	IGKC	immunoglobulin kappa constant
8022412	0.6351031	0.48	-0.7294503	-6.59197	-0.11646996	MC2R	melanocortin 2 receptor
7946119	0.6352321	0.48	-0.7291521	-6.59219	-0.20119636	OR56A1	olfactory receptor family 56 subfamily A member 1
8032478	0.6361788	0.481	0.7275427	-6.5934	0.11118918	LINGO3	leucine rich repeat and Ig domain containing 3
8160365	0.6378041	0.483	-0.7243288	-6.59579	-0.10669379	IFNW1	interferon omega 1
7924055	0.6378899	0.483	-0.7240892	-6.59597	-0.12855164	C1orf74	chromosome 1 open reading frame 74
8117382	0.6379768	0.484	-0.723794	-6.59619	-0.11814804	HIST1H2BD	histone cluster 1, H2bd
8015169	0.6382969	0.484	-0.7230001	-6.59678	-0.09395143	KRTAP3-2	keratin associated protein 3-2
8019597	0.6382969	0.484	-0.7230001	-6.59678	-0.09395143	KRTAP3-2	keratin associated protein 3-2
8011320	0.6394915	0.485	-0.7206111	-6.59856	-0.12746204	OR1D5	olfactory receptor family 1 subfamily D member 5
8168678	0.6396361	0.486	-0.7203935	-6.59872	-0.38826661	FAM133A	family with sequence similarity 133 member A
8036004	0.64001	0.486	-0.7196554	-6.59926	-0.15241993	CEBPA	CCAAT/enhancer binding protein alpha
8069836	0.644292	0.491	-0.7118467	-6.60501	-0.10030025	KRTAP19-4	keratin associated protein 19-4
8015240	0.6446971	0.491	-0.7111116	-6.60555	-0.129176	KRTAP4-3	keratin associated protein 4-3
7921445	0.6449184	0.491	-0.710366	-6.6061	-0.08269375	OR10J3	olfactory receptor family 10 subfamily J member 3
8121553	0.6452413	0.492	0.7096797	-6.6066	0.10927211	RFPL4B	ret finger protein like 4B
8024356	0.6456903	0.493	0.7085054	-6.60746	0.17168104	ADAT3	adenosine deaminase, tRNA specific 3
8175808	0.6459573	0.493	-0.7079735	-6.60784	-0.14575839	TREX2	three prime repair exonuclease 2
7939948	0.6463549	0.494	-0.7069766	-6.60857	-0.07119039	OR5L2	olfactory receptor family 5 subfamily L member 2
8117622	0.6465048	0.494	-0.7065289	-6.6089	-0.09212629	OR2B6	olfactory receptor family 2 subfamily B member 6
7901311	0.6478567	0.495	-0.7039316	-6.61078	-0.08813089	FOXD2	forkhead box D2
7947928	0.6485909	0.496	0.7023756	-6.61191	0.12119264	C1QTNF4	C1q and tumor necrosis factor related protein 4
8034897	0.6486065	0.496	-0.7022909	-6.61197	-0.08139489	OR7A10	olfactory receptor family 7 subfamily A member 10
7952392	0.6508717	0.499	-0.6980522	-6.61503	-0.07161921	OR8D1	olfactory receptor family 8 subfamily D member 1
8099471	0.6521374	0.501	-0.6952446	-6.61705	-0.40684382	FGFBP2	fibroblast growth factor binding protein 2
7958051	0.6521374	0.501	-0.6952399	-6.61705	-0.10331886	ASCL1	achaete-scute family bHLH transcription factor 1
7972231	0.6526982	0.501	-0.6941985	-6.6178	-0.09111014	SLITRK1	SLIT and NTRK like family member 1
8100338	0.6532094	0.502	-0.6929366	-6.6187	-0.21549525	ERVMER34-1	endogenous retrovirus group MER34 member 1
7948103	0.6533546	0.502	-0.6926184	-6.61893	-0.11830129	OR4C12	olfactory receptor family 4 subfamily C member 12
8163958	0.654803	0.504	-0.6901335	-6.6207	-0.10382861	OR1N1	olfactory receptor family 1 subfamily N member 1
7945645	0.6550184	0.504	-0.6896298	-6.62106	-0.09777946	KRTAP5-1	keratin associated protein 5-1
7901087	0.6551551	0.504	-0.6893499	-6.62126	-0.07288968	HPDL	4-hydroxyphenylpyruvate dioxygenase like
7903393	0.6565187	0.506	-0.6868505	-6.62303	-0.32923664	S1PR1	sphingosine-1-phosphate receptor 1
8069142	0.657433	0.507	-0.6847179	-6.62454	-0.12100396	KRTAP10-4	keratin associated protein 10-4
8129089	0.6594378	0.509	-0.6810155	-6.62715	-0.08836329	TSPYL4	TSPY like 4
7967325	0.6594378	0.509	-0.6810148	-6.62715	-0.37122725	HCAR1	hydroxycarboxylic acid receptor 1
8170630	0.6608248	0.511	-0.6785732	-6.62887	-0.17676446	PNMA6A	paraneoplastic Ma antigen family member 6A
8160401	0.6615175	0.511	-0.6773483	-6.62973	-0.09877604	IFNA5	interferon alpha 5
7948324	0.6618175	0.512	-0.6768308	-6.63009	-0.08942114	OR5B3	olfactory receptor family 5 subfamily B member 3
7977476	0.6624721	0.513	-0.6755814	-6.63096	-0.08246411	OR4K14	olfactory receptor family 4 subfamily K member 14
8031516	0.6626005	0.513	-0.6752243	-6.63121	-0.14896464	ZNF580	zinc finger protein 580
8067818	0.6629043	0.513	-0.6747076	-6.63157	-0.07924414	NPBWR2	neuropeptides B/W receptor 2
8159243	0.6637877	0.514	0.673172	-6.63264	0.07493007	PPP1R26	protein phosphatase 1 regulatory subunit 26
8081212	0.6652576	0.516	-0.670232	-6.63468	-0.10531664	OR5K2	olfactory receptor family 5 subfamily K member 2
8177038	0.665341	0.516	-0.6698967	-6.63492	-0.12677289	SRY	sex determining region Y
8153322	0.6676161	0.519	-0.6657767	-6.63776	-0.09051079	ARC	activity regulated cytoskeleton associated protein
7921356	0.6681409	0.519	-0.6647255	-6.63849	-0.09773596	OR10K2	olfactory receptor family 10 subfamily K member 2
8018864	0.6683023	0.519	-0.6643705	-6.63873	-0.12566396	SOCS3	suppressor of cytokine signaling 3
7940177	0.668561	0.52	-0.6639688	-6.63901	-0.10849682	OR4D10	olfactory receptor family 4 subfamily D member 10
8080093	0.669224	0.521	0.6623861	-6.64009	0.10522832	RBM15B	RNA binding motif protein 15B
8021152	0.6694891	0.521	-0.6618531	-6.64046	-0.06618954	C18orf12	chromosome 18 open reading frame 12
7921420	0.6712311	0.523	-0.6579421	-6.64313	-0.09436839	OR6K2	olfactory receptor family 6 subfamily K member 2
7945648	0.6720277	0.524	0.6564657	-6.64414	0.11749204	KRTAP5-2	keratin associated protein 5-2
8059770	0.6720277	0.524	-0.6564526	-6.64414	-0.12135586	TIGD1	tigger transposable element derived 1
8174469	0.6725652	0.525	-0.655159	-6.64502	-0.11298121	KCNE5	potassium voltage-gated channel subfamily E regulatory subunit 5
7937979	0.6725685	0.525	-0.6551223	-6.64505	-0.07873761	OR51T1	olfactory receptor family 51 subfamily T member 1
7977615	0.6728754	0.525	0.6546316	-6.64538	0.29902036	RNASE1	ribonuclease A family member 1, pancreatic
7946107	0.673351	0.526	0.6536511	-6.64605	0.25916989	OR52N1	olfactory receptor family 52 subfamily N member 1
8135915	0.6735259	0.526	0.6533664	-6.64624	0.36630289	HILPDA	hypoxia inducible lipid droplet associated
8113094	0.6737244	0.527	0.6528567	-6.64658	0.0989715	POU5F2	POU domain class 5, transcription factor 2
7911197	0.6752911	0.529	-0.6493605	-6.64894	-0.06761154	OR2W5	olfactory receptor family 2 subfamily W member 5 (gene/pseudogene)
7985238	0.6753674	0.529	0.6492322	-6.64903	0.09723064	ANKRD34C	ankyrin repeat domain 34C
8157671	0.6765465	0.53	-0.6467131	-6.65072	-0.19313818	OR1J4	olfactory receptor family 1 subfamily J member 4
7972055	0.6767767	0.531	-0.6460974	-6.65113	-0.22224832	KCTD12	potassium channel tetramerization domain containing 12
8068164	0.6790798	0.534	0.6415501	-6.65417	0.12506986	KRTAP20-3	keratin associated protein 20-3
8069872	0.67914	0.534	0.641377	-6.65429	0.16267664	KRTAP11-1	keratin associated protein 11-1
8011337	0.6800553	0.535	0.6395793	-6.65548	0.31121454	OR3A1	olfactory receptor family 3 subfamily A member 1
8030094	0.680909	0.536	-0.6381521	-6.65643	-0.08112354	FUT2	fucosyltransferase 2
7905500	0.6809612	0.536	-0.6380542	-6.65649	-0.09949036	LCE2D	late cornified envelope 2D
7913705	0.6822373	0.537	-0.6357408	-6.65802	-0.083088	CNR2	cannabinoid receptor 2
8031514	0.6823946	0.537	-0.6354239	-6.65823	-0.12179129	ZNF865	zinc finger protein 865
7911258	0.682469	0.538	-0.6351358	-6.65842	-0.07414136	OR2L3	olfactory receptor family 2 subfamily L member 3
8003812	0.6829067	0.538	-0.6340243	-6.65915	-0.12994296	OR3A3	olfactory receptor family 3 subfamily A member 3
7937700	0.6842689	0.54	-0.6313889	-6.66088	-0.08028971	KRTAP5-5	keratin associated protein 5-5
7939928	0.6848459	0.541	-0.6301341	-6.66171	-0.07619404	OR4P4	olfactory receptor family 4 subfamily P member 4
8168892	0.6859846	0.542	-0.628353	-6.66287	-0.23198243	TCEAL2	transcription elongation factor A like 2
8142624	0.6862769	0.542	-0.6278076	-6.66323	-0.07336296	TAS2R16	taste 2 receptor member 16
8040265	0.68704	0.543	0.6265137	-6.66407	0.09245789	KCNF1	potassium voltage-gated channel modifier subfamily F member 1
8166576	0.6872164	0.543	0.6261632	-6.6643	0.07039343	MAGEB5	MAGE family member B5
7918457	0.6878437	0.544	-0.625087	-6.665	-0.08803664	KCNA3	potassium voltage-gated channel subfamily A member 3
8136844	0.6884407	0.545	-0.6238532	-6.6658	-0.0613175	TAS2R39	taste 2 receptor member 39
8108683	0.6892752	0.546	0.6223234	-6.66679	0.27664461	PCDHB2	protocadherin beta 2
7921364	0.691459	0.548	-0.61833	-6.66936	-0.073535	OR10X1	olfactory receptor family 10 subfamily X member 1 (gene/pseudogene)
