GeneName	count	Gene stable ID	Gene stable ID version	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand	Gene name	Transcript count	Transcript length (including UTRs and CDS)	Length/#Mod
LRFN4	41	ENSG00000173621	ENSG00000173621.9	11	66856647	66860475	1	LRFN4	3	2869	69.97560975609755
SRXN1	36	ENSG00000271303	ENSG00000271303.2	20	646615	653200	-1	SRXN1	1	2528	70.22222222222223
SLC1A5	41	ENSG00000105281	ENSG00000105281.13	19	46774883	46788594	-1	SLC1A5	7	2882	70.29268292682927
S100A11	8	ENSG00000163191	ENSG00000163191.6	1	152032506	152047907	-1	S100A11	2	563	70.375
RNU4-2	2	ENSG00000202538	ENSG00000202538.1	12	120291763	120291903	-1	RNU4-2	1	141	70.5
RNU4-1	2	ENSG00000200795	ENSG00000200795.1	12	120293097	120293237	-1	RNU4-1	1	141	70.5
ANP32B	21	ENSG00000136938	ENSG00000136938.9	9	97983341	98015943	1	ANP32B	3	1483	70.61904761904762
NDUFAF8	8	ENSG00000224877	ENSG00000224877.4	17	81239305	81241310	1	NDUFAF8	6	565	70.625
PHF23	28	ENSG00000040633	ENSG00000040633.13	17	7235029	7239722	-1	PHF23	13	1978	70.64285714285714
BRD2	49	ENSG00000235307	ENSG00000235307.12	HSCHR6_MHC_SSTO_CTG1	4367907	4430762	1	BRD2	13	3467	70.75510204081633
COA3	11	ENSG00000183978	ENSG00000183978.8	17	42795147	42798704	-1	COA3	2	780	70.9090909090909
MT-TF	1	ENSG00000210049	ENSG00000210049.1	MT	577	647	1	MT-TF	1	71	71.0
MT-TL2	1	ENSG00000210191	ENSG00000210191.1	MT	12266	12336	1	MT-TL2	1	71	71.0
FADD	24	ENSG00000168040	ENSG00000168040.5	11	70203296	70207390	1	FADD	1	1708	71.16666666666667
SSU72	18	ENSG00000160075	ENSG00000160075.12	1	1541673	1574863	-1	SSU72	4	1284	71.33333333333333
RMI2	20	ENSG00000175643	ENSG00000175643.10	16	11249619	11381662	1	RMI2	7	1427	71.35
PABPC1	40	ENSG00000070756	ENSG00000070756.17	8	100685816	100722809	-1	PABPC1	40	2861	71.525
APRT	13	ENSG00000198931	ENSG00000198931.11	16	88809339	88811937	-1	APRT	11	931	71.61538461538461
SNHG1	18	ENSG00000255717	ENSG00000255717.10	11	62851833	62856444	-1	SNHG1	363	1290	71.66666666666667
ISOC2	15	ENSG00000063241	ENSG00000063241.8	19	55452985	55462343	-1	ISOC2	8	1075	71.66666666666667
DDX17	66	ENSG00000100201	ENSG00000100201.23	22	38483438	38507660	-1	DDX17	10	4761	72.13636363636364
GADD45B	19	ENSG00000099860	ENSG00000099860.10	19	2476122	2478805	1	GADD45B	8	1371	72.15789473684211
TUBB6	26	ENSG00000176014	ENSG00000176014.13	18	12307669	12344320	1	TUBB6	14	1879	72.26923076923077
RPL11	14	ENSG00000142676	ENSG00000142676.14	1	23691742	23696835	1	RPL11	6	1017	72.64285714285714
APEX1	20	ENSG00000291796	ENSG00000291796.1	HG2526_HG2573_PATCH	657872	660453	1	APEX1	20	1453	72.65
FAAP20	10	ENSG00000162585	ENSG00000162585.17	1	2184461	2212720	-1	FAAP20	15	727	72.7
ZNHIT1	10	ENSG00000106400	ENSG00000106400.12	7	101218165	101224190	1	ZNHIT1	4	728	72.8
THSD8	6	ENSG00000284491	ENSG00000284491.3	19	12802031	12813581	1	THSD8	3	437	72.83333333333333
RCC1	35	ENSG00000180198	ENSG00000180198.17	1	28505943	28539300	1	RCC1	14	2551	72.88571428571429
DHCR24	58	ENSG00000116133	ENSG00000116133.13	1	54849627	54887195	-1	DHCR24	12	4233	72.98275862068965
CANT1	45	ENSG00000171302	ENSG00000171302.17	17	78991716	79009867	-1	CANT1	16	3287	73.04444444444445
CLP1	25	ENSG00000172409	ENSG00000172409.7	11	57648188	57661865	1	CLP1	7	1828	73.12
HCG17	10	ENSG00000241701	ENSG00000241701.5	HSCHR6_MHC_COX_CTG1	1713805	1805811	-1	HCG17	2	732	73.2
CFL1	17	ENSG00000172757	ENSG00000172757.13	11	65823022	65862026	-1	CFL1	15	1245	73.23529411764706
MRPS15	13	ENSG00000116898	ENSG00000116898.12	1	36455718	36464384	-1	MRPS15	4	953	73.3076923076923
WASL-DT	10	ENSG00000272686	ENSG00000272686.2	7	123749068	123751857	1	WASL-DT	2	734	73.4
MFSD5	24	ENSG00000182544	ENSG00000182544.9	12	53251251	53254406	1	MFSD5	5	1763	73.45833333333333
PDIA6	31	ENSG00000143870	ENSG00000143870.13	2	10783391	10837977	-1	PDIA6	8	2279	73.51612903225806
GRHPR	17	ENSG00000137106	ENSG00000137106.18	9	37422666	37436990	1	GRHPR	12	1250	73.52941176470588
PPM1G	30	ENSG00000115241	ENSG00000115241.11	2	27381195	27409591	-1	PPM1G	3	2210	73.66666666666667
TMEM11	13	ENSG00000178307	ENSG00000178307.10	17	21197954	21214176	-1	TMEM11	6	958	73.6923076923077
GSTK1	14	ENSG00000197448	ENSG00000197448.14	7	143244093	143270854	1	GSTK1	9	1032	73.71428571428571
MRPL55	10	ENSG00000162910	ENSG00000162910.19	1	228106679	228109312	-1	MRPL55	34	738	73.8
SSR2	15	ENSG00000163479	ENSG00000163479.14	1	156009048	156020951	-1	SSR2	18	1108	73.86666666666666
TUBA1B	22	ENSG00000123416	ENSG00000123416.15	12	49127782	49131397	-1	TUBA1B	8	1627	73.95454545454545
PTTG1IP	35	ENSG00000183255	ENSG00000183255.12	21	44849585	44873903	-1	PTTG1IP	7	2600	74.28571428571429
NAA38	7	ENSG00000183011	ENSG00000183011.14	17	7856685	7885238	-1	NAA38	7	520	74.28571428571429
SCAND2P	9	ENSG00000291642	ENSG00000291642.1	HG2280_PATCH	1123809	1133912	1	SCAND2P	1	669	74.33333333333333
TCEAL4	17	ENSG00000133142	ENSG00000133142.19	X	103576231	103587729	1	TCEAL4	12	1264	74.3529411764706
EIF4E2	13	ENSG00000135930	ENSG00000135930.15	2	232550659	232583644	1	EIF4E2	17	967	74.38461538461539
NDUFA13	7	ENSG00000186010	ENSG00000186010.19	19	19515736	19529054	1	NDUFA13	7	521	74.42857142857143
CDV3	45	ENSG00000091527	ENSG00000091527.17	3	133573686	133590261	1	CDV3	10	3351	74.46666666666667
NME1-NME2	16	ENSG00000011052	ENSG00000011052.21	17	51153590	51171744	1	NME1-NME2	3	1193	74.5625
PAQR4	36	ENSG00000162073	ENSG00000162073.14	16	2969270	2973484	1	PAQR4	5	2685	74.58333333333333
TMBIM6	38	ENSG00000139644	ENSG00000139644.13	12	49707725	49764934	1	TMBIM6	28	2837	74.65789473684211
ATF4	19	ENSG00000128272	ENSG00000128272.19	22	39519695	39522686	1	ATF4	11	1419	74.6842105263158
DNAJB1	30	ENSG00000132002	ENSG00000132002.10	19	14513789	14560391	-1	DNAJB1	25	2242	74.73333333333333
IMPDH2	22	ENSG00000178035	ENSG00000178035.13	3	49024325	49029447	-1	IMPDH2	36	1651	75.04545454545455
CAPNS1	19	ENSG00000126247	ENSG00000126247.11	19	36139953	36150353	1	CAPNS1	17	1428	75.15789473684211
DDX5	49	ENSG00000108654	ENSG00000108654.16	17	64498254	64508199	-1	DDX5	41	3684	75.18367346938776
APH1A	23	ENSG00000117362	ENSG00000117362.13	1	150265399	150269580	-1	APH1A	9	1730	75.21739130434783
TMEM198B	14	ENSG00000182796	ENSG00000182796.17	12	55832159	55834988	1	TMEM198B	1	1054	75.28571428571429
ATP6V1F	9	ENSG00000128524	ENSG00000128524.5	7	128862856	128865847	1	ATP6V1F	2	678	75.33333333333333
SNRPF	6	ENSG00000139343	ENSG00000139343.11	12	95858952	95903828	1	SNRPF	5	452	75.33333333333333
RAB7A	29	ENSG00000075785	ENSG00000075785.14	3	128693669	128825942	1	RAB7A	18	2185	75.34482758620689
FDFT1	27	ENSG00000079459	ENSG00000079459.14	8	11795573	11839395	1	FDFT1	21	2035	75.37037037037037
YWHAG	49	ENSG00000170027	ENSG00000170027.7	7	76326799	76358991	-1	YWHAG	1	3705	75.61224489795919
H2AX	21	ENSG00000188486	ENSG00000188486.4	11	119093874	119095465	-1	H2AX	2	1592	75.80952380952381
NIPA1	13	ENSG00000288478	ENSG00000288478.1	HG2365_PATCH	3680689	3718280	1	NIPA1	2	987	75.92307692307692
MYC	49	ENSG00000136997	ENSG00000136997.22	8	127735434	127742951	1	MYC	15	3721	75.93877551020408
PMAIP1	25	ENSG00000141682	ENSG00000141682.12	18	59899996	59904305	1	PMAIP1	3	1899	75.96
RNA5-8SP2	2	ENSG00000200434	ENSG00000200434.1	16	34162959	34163110	1	RNA5-8SP2	1	152	76.0
MYDGF	13	ENSG00000074842	ENSG00000074842.8	19	4641374	4670362	-1	MYDGF	4	990	76.15384615384616
C1orf43	22	ENSG00000143612	ENSG00000143612.21	1	154206696	154220637	-1	C1orf43	11	1678	76.27272727272727
TUBB	35	ENSG00000224156	ENSG00000224156.10	HSCHR6_MHC_APD_CTG1	2049704	2054929	1	TUBB	4	2670	76.28571428571429
FTX	12	ENSG00000230590	ENSG00000230590.13	X	73940435	74293574	-1	FTX	79	919	76.58333333333333
DAGLB	37	ENSG00000164535	ENSG00000164535.15	7	6409126	6484190	-1	DAGLB	10	2839	76.72972972972973
SLC25A5	17	ENSG00000005022	ENSG00000005022.6	X	119468422	119471396	1	SLC25A5	4	1307	76.88235294117646
RPLP2	6	ENSG00000177600	ENSG00000177600.10	11	805438	812883	1	RPLP2	9	462	77.0
MSRB1	11	ENSG00000291928	ENSG00000291928.1	HG401_PATCH	4377	9347	-1	MSRB1	5	847	77.0
MGST1	12	ENSG00000008394	ENSG00000008394.13	12	16347142	16609259	1	MGST1	19	925	77.08333333333333
AP2M1	25	ENSG00000161203	ENSG00000161203.14	3	184174689	184184214	1	AP2M1	34	1931	77.24
ERP29	21	ENSG00000089248	ENSG00000089248.7	12	112013348	112023449	1	ERP29	5	1623	77.28571428571429
EXOSC2	26	ENSG00000130713	ENSG00000130713.17	9	130693721	130707288	1	EXOSC2	34	2012	77.38461538461539
ANKRD11	120	ENSG00000167522	ENSG00000167522.18	16	89267619	89490561	-1	ANKRD11	41	9301	77.50833333333334
CRIM1	9	ENSG00000277354	ENSG00000277354.1	HSCHR2_1_CTG5	6693	7390	-1	CRIM1	3	698	77.55555555555556
NPM1	17	ENSG00000181163	ENSG00000181163.14	5	171387116	171411810	1	NPM1	33	1320	77.6470588235294
MTRFR	20	ENSG00000130921	ENSG00000130921.9	12	123233385	123258079	1	MTRFR	10	1554	77.7
UBB	12	ENSG00000170315	ENSG00000170315.14	17	16380798	16382745	1	UBB	9	933	77.75
PRMT1	17	ENSG00000126457	ENSG00000126457.22	19	49675786	49689029	1	PRMT1	21	1328	78.11764705882354
MIR1915HG	8	ENSG00000204682	ENSG00000204682.10	10	21487597	21497260	-1	MIR1915HG	3	625	78.125
ARHGAP11A-SCG5	40	ENSG00000288864	ENSG00000288864.1	15	32613860	32697095	1	ARHGAP11A-SCG5	2	3128	78.2
CD320	16	ENSG00000167775	ENSG00000167775.11	19	8302127	8308358	-1	CD320	6	1253	78.3125
YTHDF2	35	ENSG00000198492	ENSG00000198492.16	1	28736621	28769775	1	YTHDF2	9	2744	78.4
PSAP	35	ENSG00000197746	ENSG00000197746.15	10	71816298	71851251	-1	PSAP	4	2748	78.51428571428572
APLP2	47	ENSG00000084234	ENSG00000084234.18	11	130068147	130144811	1	APLP2	26	3697	78.65957446808511
TMED3	18	ENSG00000166557	ENSG00000166557.14	15	79311112	79427432	1	TMED3	5	1418	78.77777777777777
RPL5	13	ENSG00000122406	ENSG00000122406.14	1	92832013	92841924	1	RPL5	11	1028	79.07692307692308
GARRE1	17	ENSG00000279389	ENSG00000279389.3	HSCHR19_1_CTG3_1	109451	155864	1	GARRE1	5	1350	79.41176470588235
BAX	10	ENSG00000087088	ENSG00000087088.21	19	48954815	48961798	1	BAX	12	795	79.5
CNPY3	18	ENSG00000137161	ENSG00000137161.18	6	42929480	42939294	1	CNPY3	1	1431	79.5
GEMIN4	47	ENSG00000179409	ENSG00000179409.11	17	744421	753999	-1	GEMIN4	7	3744	79.65957446808511
BTF3	16	ENSG00000145741	ENSG00000145741.17	5	73498408	73505667	1	BTF3	14	1276	79.75
RPL10A	9	ENSG00000198755	ENSG00000198755.11	6	35468401	35470785	1	RPL10A	5	718	79.77777777777777
YTHDF1	40	ENSG00000149658	ENSG00000149658.18	20	63195429	63216139	-1	YTHDF1	2	3198	79.95
MIR4687	1	ENSG00000284525	ENSG00000284525.1	11	3856062	3856141	1	MIR4687	1	80	80.0
CSNK1D	46	ENSG00000141551	ENSG00000141551.15	17	82239023	82273700	-1	CSNK1D	26	3681	80.02173913043478
NDUFA12	7	ENSG00000184752	ENSG00000184752.14	12	94895297	95003748	-1	NDUFA12	13	562	80.28571428571429
RBM15	42	ENSG00000162775	ENSG00000162775.17	1	110338506	110346681	1	RBM15	9	3373	80.30952380952381
BCL2L1	32	ENSG00000171552	ENSG00000171552.14	20	31664452	31723989	-1	BCL2L1	15	2574	80.4375
HLA-C	19	ENSG00000206435	ENSG00000206435.10	HSCHR6_MHC_SSTO_CTG1	2570707	2574099	-1	HLA-C	12	1530	80.52631578947368
MKI67	157	ENSG00000148773	ENSG00000148773.14	10	128096659	128126423	-1	MKI67	5	12716	80.99363057324841
LGALS3BP	27	ENSG00000108679	ENSG00000108679.13	17	78971238	78979947	-1	LGALS3BP	19	2202	81.55555555555556
TAF1D	20	ENSG00000166012	ENSG00000166012.17	11	93729948	93784391	-1	TAF1D	22	1632	81.6
H1-0	27	ENSG00000189060	ENSG00000189060.6	22	37805229	37807432	1	H1-0	1	2204	81.62962962962963
NCL	48	ENSG00000115053	ENSG00000115053.17	2	231453531	231483641	-1	NCL	24	3924	81.75
RPS4X	18	ENSG00000198034	ENSG00000198034.11	X	72255679	72277248	-1	RPS4X	5	1474	81.88888888888889
RDH14	19	ENSG00000240857	ENSG00000240857.2	2	18554723	18560679	-1	RDH14	2	1560	82.10526315789474
BRK1	14	ENSG00000254999	ENSG00000254999.4	3	10115675	10127190	1	BRK1	1	1150	82.14285714285714
SERPINB6	16	ENSG00000124570	ENSG00000124570.21	6	2948159	2972165	-1	SERPINB6	25	1315	82.1875
BAIAP2-DT	11	ENSG00000226137	ENSG00000226137.6	17	81017969	81034881	-1	BAIAP2-DT	3	905	82.27272727272727
CD81	18	ENSG00000110651	ENSG00000110651.13	11	2376177	2397802	1	CD81	17	1482	82.33333333333333
PHPT1	7	ENSG00000054148	ENSG00000054148.18	9	136848724	136851027	1	PHPT1	6	577	82.42857142857143
RAC1	28	ENSG00000136238	ENSG00000136238.20	7	6374527	6403967	1	RAC1	9	2309	82.46428571428571
RNVU1-27	2	ENSG00000274210	ENSG00000274210.1	1	148522601	148522765	1	RNVU1-27	1	165	82.5
FOXM1	43	ENSG00000111206	ENSG00000111206.13	12	2857680	2877174	-1	FOXM1	10	3552	82.6046511627907
MRPL53	6	ENSG00000204822	ENSG00000204822.7	2	74471982	74472687	-1	MRPL53	4	496	82.66666666666667
IKBIP	35	ENSG00000166130	ENSG00000166130.15	12	98613405	98645113	-1	IKBIP	3	2902	82.91428571428571
TIMM13	20	ENSG00000099800	ENSG00000099800.8	19	2425625	2427586	-1	TIMM13	2	1664	83.2
FKBP10	31	ENSG00000141756	ENSG00000141756.20	17	41812680	41823213	1	FKBP10	10	2585	83.38709677419355
CXCR4	20	ENSG00000121966	ENSG00000121966.8	2	136114349	136119177	-1	CXCR4	7	1668	83.4
CHTF8	35	ENSG00000168802	ENSG00000168802.14	16	69118010	69132588	-1	CHTF8	8	2921	83.45714285714286
RPS15	6	ENSG00000115268	ENSG00000115268.10	19	1438358	1440495	1	RPS15	13	501	83.5
ARF1	22	ENSG00000143761	ENSG00000143761.17	1	228082708	228099212	1	ARF1	12	1840	83.63636363636364
PNRC1	25	ENSG00000146278	ENSG00000146278.11	6	89080751	89085160	1	PNRC1	3	2092	83.68
PRKCSH	25	ENSG00000130175	ENSG00000130175.10	19	11435284	11450968	1	PRKCSH	22	2096	83.84
PDIA4	33	ENSG00000155660	ENSG00000155660.11	7	149003062	149028662	-1	PDIA4	4	2767	83.84848484848484
CD164	36	ENSG00000135535	ENSG00000135535.17	6	109366514	109382467	-1	CD164	10	3020	83.88888888888889
RAB30-DT	4	ENSG00000246067	ENSG00000246067.11	11	83071977	83149417	1	RAB30-DT	34	336	84.0
CTSB	25	ENSG00000285132	ENSG00000285132.3	HG76_PATCH	1478526	1505569	1	CTSB	58	2101	84.04
PEBP1	17	ENSG00000089220	ENSG00000089220.5	12	118136124	118145584	1	PEBP1	2	1431	84.17647058823529
NDUFS7	9	ENSG00000115286	ENSG00000115286.21	19	1383527	1395589	1	NDUFS7	18	758	84.22222222222223
FAU	6	ENSG00000149806	ENSG00000149806.11	11	65120630	65122177	-1	FAU	9	506	84.33333333333333
DCTPP1	14	ENSG00000179958	ENSG00000179958.10	16	30423615	30430030	-1	DCTPP1	6	1181	84.35714285714286
PTBP1	38	ENSG00000011304	ENSG00000011304.22	19	797075	812327	1	PTBP1	24	3206	84.36842105263158
ZNF407-AS1	7	ENSG00000264247	ENSG00000264247.3	18	74582514	74598885	-1	ZNF407-AS1	11	591	84.42857142857143
RPL41	8	ENSG00000229117	ENSG00000229117.9	12	56116590	56117967	1	RPL41	6	676	84.5
RPL3P4	5	ENSG00000232573	ENSG00000232573.1	14	98972879	98973301	-1	RPL3P4	1	423	84.6
TMEM186	17	ENSG00000184857	ENSG00000184857.8	16	8780384	8797642	-1	TMEM186	2	1439	84.6470588235294
MAZ	30	ENSG00000103495	ENSG00000103495.15	16	29806106	29811164	1	MAZ	15	2540	84.66666666666667
CLDN4	20	ENSG00000189143	ENSG00000189143.10	7	73799542	73832690	1	CLDN4	5	1695	84.75
TMEM223	15	ENSG00000168569	ENSG00000168569.8	11	62771629	62792006	-1	TMEM223	4	1273	84.86666666666666
YWHAE	26	ENSG00000274474	ENSG00000274474.3	HSCHR17_2_CTG2	286301	342404	-1	YWHAE	13	2208	84.92307692307692
B3GALT6	33	ENSG00000176022	ENSG00000176022.7	1	1232237	1235041	1	B3GALT6	1	2805	85.0
NEDD8-MDP1	7	ENSG00000285425	ENSG00000285425.1	HG1_PATCH	514933	533330	-1	NEDD8-MDP1	4	595	85.0
H3C2	6	ENSG00000286522	ENSG00000286522.2	6	26031589	26032099	-1	H3C2	1	511	85.16666666666667
MRPL45	20	ENSG00000277936	ENSG00000277936.4	HSCHR17_7_CTG4	2332054	2358166	1	MRPL45	2	1705	85.25
RAB8A	30	ENSG00000167461	ENSG00000167461.12	19	16111889	16134234	1	RAB8A	7	2567	85.56666666666666
FOXA1	41	ENSG00000129514	ENSG00000129514.8	14	37589552	37596059	-1	FOXA1	5	3509	85.58536585365853
SERPINH1	24	ENSG00000149257	ENSG00000149257.16	11	75562056	75572783	1	SERPINH1	16	2058	85.75
PSMD7	19	ENSG00000103035	ENSG00000103035.11	16	74296814	74306288	1	PSMD7	6	1631	85.84210526315789
BYSL	20	ENSG00000112578	ENSG00000112578.11	6	41921229	41933050	1	BYSL	6	1718	85.9
VEGFA	42	ENSG00000112715	ENSG00000112715.26	6	43770184	43786487	1	VEGFA	26	3609	85.92857142857143
ARF5	12	ENSG00000004059	ENSG00000004059.11	7	127588386	127591700	1	ARF5	6	1032	86.0
SQSTM1	33	ENSG00000284099	ENSG00000284099.3	HG30_PATCH	586465	603638	1	SQSTM1	2	2840	86.06060606060606
CBX4	31	ENSG00000141582	ENSG00000141582.15	17	79833156	79839440	-1	CBX4	4	2675	86.29032258064517
RPS20	6	ENSG00000008988	ENSG00000008988.11	8	56067254	56074510	-1	RPS20	16	519	86.5
CINP	11	ENSG00000100865	ENSG00000100865.15	14	102341102	102362916	-1	CINP	9	953	86.63636363636364
EEF1B2	10	ENSG00000283391	ENSG00000283391.3	HSCHR2_6_CTG7_2	268603	271946	1	EEF1B2	10	867	86.7
TLCD1	12	ENSG00000160606	ENSG00000160606.11	17	28724348	28727935	-1	TLCD1	4	1042	86.83333333333333
FAM174C	10	ENSG00000228300	ENSG00000228300.14	19	1275530	1279244	1	FAM174C	5	870	87.0
NKRF	27	ENSG00000186416	ENSG00000186416.18	X	119588337	119606443	-1	NKRF	5	2352	87.11111111111111
CHCHD5	6	ENSG00000125611	ENSG00000125611.16	2	112584240	112589275	1	CHCHD5	5	523	87.16666666666667
RPS27A	9	ENSG00000143947	ENSG00000143947.15	2	55231903	55235853	1	RPS27A	10	785	87.22222222222223
TAB2	50	ENSG00000055208	ENSG00000055208.20	6	149218641	149411613	1	TAB2	10	4363	87.26
IFITM3	7	ENSG00000142089	ENSG00000142089.17	11	319676	329475	-1	IFITM3	27	611	87.28571428571429
SNAP47	22	ENSG00000143740	ENSG00000143740.15	1	227728200	227781826	1	SNAP47	30	1923	87.4090909090909
PSMA7	11	ENSG00000101182	ENSG00000101182.15	20	62136733	62143440	-1	PSMA7	6	962	87.45454545454545
RPL13	25	ENSG00000167526	ENSG00000167526.15	16	89560677	89567834	1	RPL13	15	2187	87.48
SLC7A5	52	ENSG00000103257	ENSG00000103257.10	16	87830016	87869507	-1	SLC7A5	3	4556	87.61538461538461
PPP4C	16	ENSG00000149923	ENSG00000149923.14	16	30075978	30085376	1	PPP4C	14	1402	87.625
ENSA	14	ENSG00000143420	ENSG00000143420.19	1	150600851	150629612	-1	ENSA	15	1227	87.64285714285714
GFOD2	23	ENSG00000141098	ENSG00000141098.13	16	67674531	67719339	-1	GFOD2	7	2018	87.73913043478261
MCL1	45	ENSG00000143384	ENSG00000143384.14	1	150560895	150579738	-1	MCL1	8	3950	87.77777777777777
TMEM115	24	ENSG00000126062	ENSG00000126062.4	3	50354750	50359521	-1	TMEM115	1	2107	87.79166666666667
LGALS1	6	ENSG00000100097	ENSG00000100097.12	22	37675636	37679802	1	LGALS1	7	528	88.0
INTS11	24	ENSG00000127054	ENSG00000127054.22	1	1311585	1324687	-1	INTS11	49	2114	88.08333333333333
CITED2	27	ENSG00000164442	ENSG00000164442.11	6	139371807	139374648	-1	CITED2	3	2382	88.22222222222223
CTSZ	17	ENSG00000101160	ENSG00000101160.15	20	58985686	59008238	-1	CTSZ	32	1502	88.3529411764706
JPX	18	ENSG00000225470	ENSG00000225470.10	X	73943934	74070423	1	JPX	124	1591	88.38888888888889
HEXIM1	41	ENSG00000186834	ENSG00000186834.4	17	45148475	45152099	1	HEXIM1	1	3625	88.41463414634147
EIF3B	35	ENSG00000106263	ENSG00000106263.19	7	2354086	2380745	1	EIF3B	12	3096	88.45714285714286
METTL26	9	ENSG00000130731	ENSG00000130731.16	16	634427	636366	-1	METTL26	14	797	88.55555555555556
ZBTB2	35	ENSG00000181472	ENSG00000181472.5	6	151364115	151391559	-1	ZBTB2	1	3103	88.65714285714286
LAMTOR2	7	ENSG00000116586	ENSG00000116586.12	1	156054782	156058506	1	LAMTOR2	6	621	88.71428571428571
HDGF	26	ENSG00000143321	ENSG00000143321.19	1	156742109	156766925	-1	HDGF	10	2309	88.8076923076923
PHGDH	21	ENSG00000092621	ENSG00000092621.13	1	119648411	119744218	1	PHGDH	34	1866	88.85714285714286
EIF3L	30	ENSG00000100129	ENSG00000100129.18	22	37848868	37889407	1	EIF3L	15	2669	88.96666666666667
NME1	10	ENSG00000239672	ENSG00000239672.8	17	51153559	51162428	1	NME1	10	890	89.0
VTRNA1-3	1	ENSG00000202515	ENSG00000202515.1	5	140726158	140726246	1	VTRNA1-3	1	89	89.0
OGT	61	ENSG00000147162	ENSG00000147162.15	X	71533087	71575892	1	OGT	21	5435	89.09836065573771
STIP1	24	ENSG00000168439	ENSG00000168439.17	11	64185272	64204543	1	STIP1	12	2140	89.16666666666667
SCAMP4	28	ENSG00000227500	ENSG00000227500.11	19	1905214	1926013	1	SCAMP4	13	2501	89.32142857142857
PSMB7	11	ENSG00000136930	ENSG00000136930.13	9	124353465	124415444	-1	PSMB7	6	984	89.45454545454545
MYL12B	13	ENSG00000118680	ENSG00000118680.14	18	3261479	3278461	1	MYL12B	5	1163	89.46153846153847
AAR2	27	ENSG00000131043	ENSG00000131043.13	20	36236131	36270918	1	AAR2	12	2417	89.51851851851852
EIF3D	21	ENSG00000100353	ENSG00000100353.18	22	36510855	36529184	-1	EIF3D	12	1880	89.52380952380952
GOT2	27	ENSG00000125166	ENSG00000125166.13	16	58707131	58734342	-1	GOT2	7	2421	89.66666666666667
SHMT2	24	ENSG00000182199	ENSG00000182199.11	12	57229573	57234935	1	SHMT2	35	2157	89.875
TRIB1	40	ENSG00000173334	ENSG00000173334.4	8	125430358	125438403	1	TRIB1	4	3596	89.9
EIF1	26	ENSG00000173812	ENSG00000173812.11	17	41688885	41692668	1	EIF1	7	2338	89.92307692307692
MAF1	19	ENSG00000179632	ENSG00000179632.11	8	144104420	144107611	1	MAF1	7	1715	90.26315789473684
DDIT3	10	ENSG00000175197	ENSG00000175197.13	12	57516588	57521737	-1	DDIT3	6	903	90.3
TMEM147-AS1	18	ENSG00000236144	ENSG00000236144.10	19	35540731	35546029	-1	TMEM147-AS1	14	1627	90.38888888888889
TOR1A	23	ENSG00000136827	ENSG00000136827.12	9	129812942	129824244	-1	TOR1A	5	2080	90.43478260869566
RPL12	7	ENSG00000197958	ENSG00000197958.13	9	127447674	127451406	-1	RPL12	5	634	90.57142857142857
MLLT1	50	ENSG00000130382	ENSG00000130382.9	19	6210381	6279975	-1	MLLT1	3	4532	90.64
PPP1R15B	58	ENSG00000158615	ENSG00000158615.10	1	204396492	204411887	-1	PPP1R15B	5	5259	90.67241379310344
PFDN5	7	ENSG00000291834	ENSG00000291834.1	HG2554_PATCH	19051	23212	1	PFDN5	27	635	90.71428571428571
NOP10	9	ENSG00000291996	ENSG00000291996.1	HSCHR15_9_CTG8	77900	81921	-1	NOP10	9	817	90.77777777777777
C6orf62	27	ENSG00000112308	ENSG00000112308.14	6	24704861	24720825	-1	C6orf62	3	2452	90.81481481481481
NME4	11	ENSG00000103202	ENSG00000103202.13	16	396725	410367	1	NME4	12	1000	90.9090909090909
ZNF593	7	ENSG00000142684	ENSG00000142684.9	1	26169908	26170873	1	ZNF593	2	638	91.14285714285714
RPS6	15	ENSG00000137154	ENSG00000137154.13	9	19375715	19380236	-1	RPS6	5	1369	91.26666666666667
HNRNPUL1	43	ENSG00000105323	ENSG00000105323.18	19	41262496	41307787	1	HNRNPUL1	21	3925	91.27906976744185
MED18	20	ENSG00000284944	ENSG00000284944.2	HSCHR1_8_CTG3	122646	129609	1	MED18	5	1829	91.45
MINPP1	27	ENSG00000107789	ENSG00000107789.16	10	87504875	87553461	1	MINPP1	4	2470	91.48148148148148
CCNL2	34	ENSG00000221978	ENSG00000221978.13	1	1385711	1399335	-1	CCNL2	19	3112	91.52941176470588
CENPN	17	ENSG00000291964	ENSG00000291964.1	HG405_PATCH	54791	81353	1	CENPN	9	1556	91.52941176470588
TRAPPC3	14	ENSG00000054116	ENSG00000054116.12	1	36136570	36156053	-1	TRAPPC3	10	1282	91.57142857142857
UBALD1	15	ENSG00000153443	ENSG00000153443.13	16	4608883	4615027	-1	UBALD1	9	1374	91.6
REPIN1	34	ENSG00000214022	ENSG00000214022.12	7	150368189	150374044	1	REPIN1	19	3130	92.05882352941177
SNRNP35	16	ENSG00000184209	ENSG00000184209.15	12	123458088	123473154	1	SNRNP35	6	1477	92.3125
RANGRF	9	ENSG00000108961	ENSG00000108961.14	17	8288654	8290092	1	RANGRF	6	831	92.33333333333333
CCT7	20	ENSG00000135624	ENSG00000135624.17	2	73233420	73253021	1	CCT7	16	1847	92.35
TPD52L2	25	ENSG00000101150	ENSG00000101150.18	20	63865228	63891545	1	TPD52L2	10	2310	92.4
